Protein ID,H53_EL_RM_vs_H53_LL_RM,H53_EL_RM_vs_H53_LL_RM_PEP,2174_EL_RM_vs_2174_LL_RM,2174_EL_RM_vs_2174_LL_RM_PEP,2176_EL_RM_vs_2176_LL_RM,2176_EL_RM_vs_2176_LL_RM_PEP,H53_EL_RM_vs_2174_EL_RM,H53_EL_RM_vs_2174_EL_RM_PEP,2176_LL_RM_vs_H53_LL_RM,2176_LL_RM_vs_H53_LL_RM_PEP,H53_EL_RM_vs_H53_EL_CM,H53_EL_RM_vs_H53_EL_CM_PEP,2176_EL_RM_vs_2176_EL_CM,2176_EL_RM_vs_2176_EL_CM_PEP,H53_EL_RM_vs_2176_EL_RM,H53_EL_RM_vs_2176_EL_RM_PEP,H53_EL_CM_vs_2176_EL_CM,H53_EL_CM_vs_2176_EL_CM_PEP,H53_LL_RM_vs_H53_EL_CM,H53_LL_RM_vs_H53_EL_CM_PEP
HVO_B0201 [D4GPK2] IclR family transcription regulator,0.753400763,0.052783109,0.58308503,0.1394593,1.105568025,0.001888182,0.361873543,0.189468898,-0.260855888,0.884320339,0.376782924,0.755166336,0.403776149,0.851151885,-0.051742093,0.96339603,-0.11238798,0.976835326,-0.43230046,0.358312572
HVO_B0200 [D4GPK1] (aceB2) bifunctional malyl-CoA synthase / malyl-CoA thioesterase,1.084639041,0.000290921,0.76611365,0.000270027,0.831820252,0.000314563,0.058683914,0.912423609,0.3685949,0.771750803,0.380594439,0.680852532,0.424913651,0.648158918,-0.174886735,0.956955697,-0.106155314,0.981315262,-0.697567332,0.013245106
HVO_B0199 [D4GPK0] deaminase domain protein,0.844288776,0.238159105,0.792534072,0.095262749,0.493989,0.42055859,0.114081673,0.886481298,0.561058403,0.843208239,-0.174054355,0.808167716,-0.120917989,0.889695518,0.063941946,0.943519262,-0.040879575,0.971236019,-0.852631902,0.198249751
HVO_B0198 [D4GPJ9] ABC-type transport system periplasmic substrate-binding protein,-2.15959742,0.000290921,-2.606388884,0.000270027,-2.258348521,0.000314563,0.897076175,0.001899474,0.036829241,0.97805547,1.558737233,0.001299785,0.639523562,0.002611017,-0.00120912,0.985143922,-0.96838306,0.008625803,3.722328425,0.000315019
HVO_B0197 [D4GPJ8] ABC-type transport system permease protein,-0.679774765,1,-3.106112291,0.136005706,-3.741292127,0.484926732,1.089602118,0.001899474,0,1,1.838311304,0.001299785,0.771041704,0.233463934,0.239211348,0.935927116,-0.727663445,0.785969159,0,1
HVO_B0196 [D4GPJ7] histidine kinase,-0.673235904,0.383105059,-0.343515909,0.392218852,0.223436532,1,0.001449889,0.849934865,0,1,-0.970418945,0.661942534,0.896088046,0.864702226,-0.078312257,0.924891683,1.702796563,0.938350594,-0.249023997,0.480627527
HVO_B0195 [D4GPJ6] hypothetical protein,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
HVO_B0194 [D4GPJ5] LppX domain protein,1.375832348,0.000290921,0.832144187,0.013819674,1.228770042,0.000314563,0.10365272,0.915535758,0.159707162,0.957604561,0.241394798,0.827137746,0.124589868,0.933793236,0.03365484,0.963815611,-0.00269633,0.97967197,-1.101759002,0.000315019
HVO_B0186 [D4GPI7] (dppC14) ABC-type transport system permease protein (probable substrate dipeptide/oligopeptide),-1.228492631,0.277942925,-0.934603275,0.395118473,-1.057446492,0.48525977,0.033612338,0.859698301,0,1,-0.134821264,0.81491307,-0.212557412,0.908267662,-0.150406942,0.932398258,-0.203768405,0.967100335,1.380954707,0.22763578
HVO_B0185 [D4GPI6] (dppB14) ABC-type transport system permease protein (probable substrate dipeptide/oligopeptide),-1.189445094,0.387973438,0.691396422,1,1.003616591,1,0.140952539,0.844058958,0,1,0.361842497,0.774740505,0.348537578,0.884895825,-0.082344078,0.931211963,-0.105394351,0.963008244,1.579883573,0.203086818
HVO_B0184 [D4GPI5] (dppA14) ABC-type transport system periplasmic substrate-binding protein (probable substrate dipeptide/oligopeptide),-0.757623415,0.235356564,-0.285368682,0.509731956,-0.913513426,0.363559952,0.088560953,0.886343747,-0.050766399,0.928628064,0.232323409,0.804415474,0.302980004,0.892286512,0.077637597,0.947636866,0.147243,0.969647424,1.114890389,0.189871833
HVO_B0183 [D4GPI4] probable amino acid racemase (homolog to homoserine racemase),0.545210387,0.26850508,0.253806663,0.494888124,0.304530566,0.505933106,-0.127641223,0.879027441,0.066395441,0.958131436,0.302419605,0.804834981,0.033324671,0.951320601,0.182205352,0.944519175,-0.04685151,0.976803371,-0.149828677,0.602286393
HVO_B0182 [D4GPI3] (dhs2) deoxyhypusine synthase,-1.582964457,0.000290921,-1.251415881,0.000270027,-1.28469585,0.000314563,-0.2885923,0.823671003,0.309813693,0.911253124,-0.368381303,0.677347118,0.04637673,0.954074154,-0.503578162,0.735545588,-0.06985627,0.983491062,1.278851762,0.000315019
HVO_B0174 [D4GPH5] conserved hypothetical protein,-1.135445179,0.316900239,-0.560652753,0.415517221,-0.57154258,0.467958775,-0.232897311,0.905634345,-0.471912649,0.909379845,-0.490707264,0.787529856,0.115524751,0.872816648,-0.069138836,0.922632819,0.611193055,0.957292723,0.69738098,0.407366184
HVO_B0173 [D4GPH4] (sph4) Smc-like protein Sph4,-0.02587476,0.589240579,0.339198637,0.469797468,0.233531234,0.548769884,-0.330860524,0.872575261,-0.192545734,0.939488376,-0.323577154,0.10884499,0.045817725,0.932982851,0.021806818,0.955293961,0.273842158,0.971799393,-0.30804753,0.026510508
HVO_B0167 [D4GPG9] (narJ) chaperonin-like protein,-1.511424648,0.239717027,0.418942861,1,-1.157639739,0.433460164,-0.81172808,0.813019814,1.367879176,0.842574606,-1.190046696,0.639069058,0.718638175,0.875903725,-1.764721137,0.743971962,0.079911254,0.953866505,0.334575316,0.450056066
HVO_B0156 [D4GPF8] conserved hypothetical protein,-1.159412134,0.283302115,-0.967726754,0.249574585,-0.446167561,0.456333303,-0.025780241,0.895699982,-0.39069823,0.915921721,-0.001848063,0.828865527,-0.240137265,0.895827094,-0.342007483,0.925169516,-0.488663398,0.962865485,1.200608588,0.13497017
HVO_B0154 [D4GPF6] receiver/sensor box histidine kinase,0.061461472,0.812881621,0.231271885,0.021445038,0.214858551,0.118830193,-0.142776945,0.800893464,-0.068104662,0.983419718,-0.031592106,0.983634085,-0.070183049,0.972809324,-0.023313358,0.996863578,-0.063112634,0.993733762,-0.133556538,0.352733119
HVO_B0153 [D4GPF4] CapB domain protein,1.186559393,0.000290921,0.509823285,0.001621216,0.855649238,0.001888182,0.620431125,0.064846623,-0.027266221,0.983904615,0.918238087,0.001299785,0.365264234,0.784717625,0.398824607,0.887231178,-0.22704563,0.921765865,-0.241536731,0.422896063
HVO_B0151 [D4GPF2] NikR family transcription regulator,-0.214284594,0.442948862,0.325504276,0.423008891,0.198064825,0.479599874,-0.329102172,0.789401862,0.165010503,0.928362456,-0.189107765,0.774974036,-0.295156961,0.884759932,-0.266921026,0.915862327,-0.256803483,0.962289106,0.020294857,0.534716641
HVO_B0149 [D4GPF0] (ohyA) oleate hydratase,3.178444446,0.000290921,3.7868864,0.000270027,3.430930004,0.000314563,-0.335568439,0.855296388,0.23554269,0.814724134,0.682925246,0.733393596,0.640252369,0.852873873,0.075066914,0.942504579,-0.13506978,0.971122223,-3.45019175,0.000315019
HVO_B0148 [D4GPE9] HTH-10 family transcription regulator,0.943951007,0.003785152,0.99648013,0.010831402,0.810517852,0.005665816,-0.076397611,0.886893258,-0.024441115,0.963117404,-0.307330642,0.791519614,-0.227302764,0.905188407,0.127914694,0.949374083,0.183424849,0.966195178,-1.132616652,0.052468301
HVO_B0146 [D4GPE7] aminotransferase class V,0.823152637,0.003785152,0.855261109,0.001621216,1.084144066,0.000314563,-0.278130529,0.878883523,0.054777691,0.970408224,-0.109068817,0.855019612,0.093815032,0.927797936,-0.334907243,0.918417763,0.048040934,0.973753123,-1.130233099,0.020506975
HVO_B0144 [D4GPE5] ABC-type transport system periplasmic substrate-binding protein,0.40833088,1,-2.924592553,0.000270117,-2.94848921,0.245499894,0.235314726,0.881171398,5.162783565,1,0.418784474,0.72632449,-0.166043633,0.921252813,-0.256504188,0.930439287,-0.748700032,0.831507082,0,1
HVO_B0143 [D4GPE4] receiver/sensor box histidine kinase,0.962903658,0.000290921,0.922964372,0.000270027,0.85084716,0.000314563,-0.241475722,0.517219523,0.10379386,0.970026006,-0.301008328,0.191898819,-0.198863531,0.80205014,0.007401273,0.988743769,0.098622278,0.987390883,-1.258460625,0.000315019
HVO_B0142 [D4GPE3] ARM/HEAT repeat protein,0.40335608,0.275738531,0.74313588,0.034305947,0.658569771,0.033104387,-0.420215929,0.751549695,0.121571261,0.95997017,-0.080232087,0.884507077,0.38345009,0.85474497,-0.332746846,0.923203645,0.132056828,0.978118186,-0.437818207,0.31867661
HVO_B0141 [D4GPE2] PQQ repeat protein,0,1,0,1,0,1,0,1,-0.001814542,0.924733207,0,1,0,1,0,1,0,1,1.218245577,1
HVO_B0140 [D4GPE1] PQQ repeat protein,0,1,1.691571909,0.146960684,0,1,0,1,-0.189055418,0.937233113,0,1,0,1,0,1,-1.029240984,0.953327887,-1.025971864,0.37540105
HVO_B0139 [D4GPE0] PQQ repeat protein,0,1,0,1,0,1,0,1,0.212522647,0.958014727,0,1,0,1,0,1,0,1,1.576234402,1
HVO_B0138 [D4GPD9] PQQ repeat protein,0,1,1.342575091,0.209091384,1.765299355,0.285757598,0,1,-0.611337004,0.907919966,0,1,4.591500109,1,0,1,0,1,1.742950207,1
HVO_B0135 [D4GPD6] conserved hypothetical protein,2.600746094,0.000290921,2.660084839,0.000270027,2.892900518,0.000314563,-0.166308035,0.88173847,-0.0283347,0.95888487,0.285602918,0.786635409,0.913460569,0.002611017,-0.269308265,0.923108793,0.339294728,0.966412729,-2.315815058,0.000315019
HVO_B0134 [D4GPD5] ABC-type transport system ATP-binding protein,3.719872728,0.000290921,3.481195297,0.000270027,3.616811527,0.000314563,-0.170557602,0.906968385,0.164150892,0.959800044,0.626000599,0.037942282,0.600212276,0.425977137,-0.058433411,0.978128032,-0.123745021,0.97817943,-3.032672739,0.000315019
HVO_B0133 [D4GPD4] conserved hypothetical protein,0,1,0,1,0,1,0,1,-0.071318853,0.937940432,0,1,0,1,0,1,0,1,-0.423934139,1
HVO_B0132 [D4GPD3] PQQ repeat protein,4.621178918,0.000290921,4.31469101,0.000270027,4.661364707,0.000314563,-0.124168566,0.892685594,-0.023616727,0.988274707,2.829188035,0.001299785,2.718783247,0.002611017,-0.094790152,0.961142951,-0.107284622,0.984910589,-1.930174225,0.000315019
HVO_B0131 [D4GPD2] HTH domain protein,0.24999988,0.575886509,0.940339609,0.217726515,0.552111921,0.000314563,-0.087738386,0.908171118,-0.157568561,0.944944287,0.152807066,0.893756963,0.159589838,0.942234039,-0.145367265,0.907346146,0.025025428,0.974379668,-0.323795335,0.48528894
HVO_B0130 [D4GPD1] DUF296 family protein,1.251754934,0.00058206,0.601182828,0.077271134,0.747859909,0.058414204,0.788245371,0.148612484,-0.001943766,0.953101679,0.540929317,0.551262635,-0.013871633,0.924427152,0.474693793,0.840131489,-0.016185117,0.974585884,-0.816212027,0.066111426
HVO_B0127 [D4GPC8] oxidoreductase (luciferase family protein),1.562948845,0.000290921,1.203077222,0.000270027,1.333782351,0.000314563,0.145434748,0.868184349,0.161949616,0.944015493,0.145394673,0.625190157,-0.067547473,0.919426936,0.157838712,0.934552219,-0.25024789,0.973928363,-1.507630886,0.000315019
HVO_B0119 [D4GPC0] IclR family transcription regulator,0,1,2.408519148,1,0,1,0,1,8.155120323,1,0,1,0,1,0,1,0,1,10.19214165,1
HVO_B0118 [D4GPB9] (sph2) Smc-like protein Sph2,-0.193999555,0.189277792,0.111380689,0.629761439,0.032860175,0.874822629,-0.281580352,0.020578635,-0.082438531,0.975939079,-0.440923582,0.001299785,-0.298528999,0.191809964,-0.12493517,0.940879444,0.075693663,0.991055376,-0.298128489,0.019875267
HVO_B0117 [D4GPB8] conserved hypothetical protein,0.12037289,0.659181046,0.236285139,0.173710153,0.18624415,0.472280786,-0.193424199,0.769007738,0.123058345,0.963493076,-0.319379602,0.074962986,-0.296281085,0.711899736,-0.031018876,0.982448329,0.015788318,0.989145127,-0.430302774,0.000315124
HVO_B0116 [D4GPB7] probable oxidoreductase (short-chain dehydrogenase family),0.758999744,0.066995769,0.73095769,0.214745126,0.787764192,0.298132614,0.119725049,0.863678463,-0.085365983,0.935394372,0.354403537,0.758150679,-0.396116791,0.880335374,0.064669445,0.941770582,-0.949500987,0.956462028,-0.426218389,0.455033369
HVO_B0115 [D4GPB6] fumarylacetoacetase family protein,-0.85643741,0.391872847,0.206488731,0.435439044,0.735825726,0.42121974,-0.658788584,0.78113679,0.016232389,0.91340665,-1.174254965,0.638351959,0.706843129,0.867666033,-1.594509557,0.805796658,0.371258101,0.954221873,-0.435389732,0.460345569
HVO_B0114 [D4GPB5] IclR family transcription regulator,0.200565017,0.505799555,0.336097419,0.117107196,0.502479134,0.01795483,-0.192322702,0.828500379,-0.271927678,0.853302797,-0.246896135,0.653798629,-0.04517827,0.96309355,-0.171883872,0.94613067,0.051255624,0.985534609,-0.403502289,0.009458721
HVO_B0113 [D4GPB4] probable F420-dependent oxidoreductase,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0.220260277,1
HVO_B0111 [D4GPB3] homolog to mandelate racemase / homolog to muconate lactonizing enzyme,0.936228368,0.000290921,0.786718833,0.000270027,0.824200345,0.000314563,-0.086153491,0.948671981,0.078948032,0.978221261,-0.093688588,0.932505973,0.036269955,0.976148621,0.021064624,0.990770454,0.07255644,0.989412518,-0.913278111,0.000315019
HVO_B0110 [D4GPB2] oxidoreductase (homolog to zinc-containing alcohol dehydrogenase),-0.130850648,0.385051627,1.186997041,0.000540269,1.943489792,0.000314563,-0.204464664,0.841405636,-0.514940567,0.815511015,-0.915554763,0.732316587,0.941717995,0.78575499,-1.149612046,0.905136892,0.583132036,0.967900324,-1.027861374,0.188583634
HVO_B0109 [D4GPB1] (tsgD8) ABC-type transport system ATP-binding protein (probable substrate sugar),0,1,1.881850606,0.011645972,2.927318975,0.033420293,0,1,-0.205135373,0.92015081,0,1,10.9772015,1,0,1,0.274578611,0.964223653,-2.218222685,0.011982793
HVO_B0106 [D4GPA8] (tsgA8) ABC-type transport system periplasmic substrate-binding protein (probable substrate sugar),0,1,0,1,0,1,0,1,-0.098145815,0.945790892,0,1,0,1,0,1,0,1,-1.548338588,0.361924686
HVO_B0105 [D4GPA7] amidohydrolase domain protein,0,1,2.131236412,0.327134111,0,1,0,1,0.934553351,0.892542175,0,1,0,1,0,1,0,1,8.821988548,1
HVO_B0104 [D4GPA6] homolog to L-rhamnose mutarotase,1.066845416,0.357572249,0,1,1.266035765,0.267877988,1.971269945,1,0.04649796,0.924547345,5.451395758,1,3.346846841,1,-0.133669987,0.912795459,0,1,3.52121727,1
HVO_B0102 [D4GPA4] glycoside hydrolase domain protein,0.635076953,0.312444685,1.116240853,0.006763195,0.55665186,0.000629347,-0.38608715,0.843531334,0.105432838,0.945086099,-0.382018978,0.756164488,-0.097993837,0.920849611,0.170454277,0.947569133,0.459761666,0.925249709,-0.942144151,0.114510717
HVO_B0101 [D4GPA3] IclR family transcription regulator,-0.030401717,0.621970921,0.10989461,0.649040176,0.317089077,0.411968234,-0.11124933,0.916105007,-0.171902173,0.939717775,-0.269909103,0.821293877,0.109897922,0.937494895,-0.104482599,0.960483259,0.260686196,0.971084207,-0.223405933,0.542422648
HVO_B0100 [D4GPA2] (aldH3) alpha-ketoglutarate semialdehyde dehydrogenase,0.8324704,0.311808628,0.596328917,0.288024541,0.521243457,0.458325132,-0.314767571,0.836349086,0.597028433,0.873286698,0.613667244,0.711395497,-0.315133871,0.889433504,-0.009429998,0.923676197,-0.923825774,0.949753432,-0.513381631,0.451714857
HVO_B0097 [D4GP99] dihydrodipicolinate synthase family protein,0,1,1.542667692,0.172248058,0,1,0,1,0.181451951,0.934662406,0,1,0,1,0,1,0,1,0.63842475,1
HVO_B0096 [D4GP98] homolog to sugar epimerase/dehydratase,0.567601192,0.393824122,0,1,1.004240691,0.367830012,3.676384241,1,0.15392109,0.923517379,4.534207639,1,3.692473275,1,-0.493423998,0.905840603,0,1,0.801033114,1
HVO_B0095 [D4GP97] UspA domain protein,0,1,1.364171107,0.261710474,0,1,0,1,0.133067912,0.93275903,0,1,0,1,0,1,-0.294055658,0.956629502,-1.387204282,0.372441062
HVO_B0093 [D4GP95] (dppA12) ABC-type transport system periplasmic substrate-binding protein (probable substrate dipeptide/oligopeptide),1.909318933,0.000290921,1.79199977,0.000270027,1.928010567,0.000314563,0.135142763,0.908649562,-0.033231876,0.986119833,0.267793782,0.760859888,0.428438183,0.336527057,-0.01750536,0.967559253,0.043387137,0.986190965,-1.704472414,0.000315019
HVO_B0092 [D4GP94] (dppB12) ABC-type transport system permease protein (probable substrate dipeptide/oligopeptide),0,1,0,1,0,1,0,1,0.279224745,0.924454252,0,1,0,1,0,1,0,1,1.312687935,1
HVO_B0090 [D4GP92] (dppD12) ABC-type transport system ATP-binding protein (probable substrate dipeptide/oligopeptide),1.169795276,0.049829461,0.557715745,0.368513444,0.77472212,0.263981939,-0.410992477,0.8519642,0.022896707,0.95046784,0.126110293,0.824232228,-0.035639137,0.881594863,0.06834392,0.941177755,0.139120542,0.963760766,-0.954106893,0.120260083
HVO_B0089 [D4GP91] (dppF12) ABC-type transport system ATP-binding protein (probable substrate dipeptide/oligopeptide)<|>HVO_B0332 [D4GPX9] (dppF15) ABC-type transport system ATP-binding protein (probable substrate dipeptide/oligopeptide),0.356921489,0.431098466,-0.373749917,0.461492516,-0.42855806,0.433791227,-0.147716215,0.879745171,0.79849521,0.917253633,0.179964352,0.81712396,0.42508562,0.881873129,-0.124417475,0.937197748,0.118013475,0.965623465,-0.170913194,0.531033512
HVO_B0089 [D4GP91] (dppF12) ABC-type transport system ATP-binding protein (probable substrate dipeptide/oligopeptide),1.340329035,0.000290921,1.477446353,0.000270027,1.3595502,0.000314563,-0.088486752,0.93573395,-0.07408376,0.963653375,0.062549629,0.919530691,0.020071609,0.959700185,0.029867182,0.97594866,-0.043095136,0.983542111,-1.140588064,0.000315019
HVO_B0087 [D4GP89] homolog to mandelate racemase / homolog to muconate lactonizing enzyme,0.253240196,0.388298229,0.538137853,0.000270027,0.0090045,0.759976315,-0.25969329,0.760447266,0.185744658,0.93425267,-0.261260128,0.72687407,-0.388584428,0.658793286,0.085386902,0.971024946,-0.010923254,0.985534609,-0.564100925,0.00063026
HVO_B0085 [D4GP87] glycoside hydrolase domain protein,0.452862884,0.255646896,1.010541384,0.001350928,0.599327884,0.157851727,-0.718229913,0.334757189,-0.063408531,0.966162136,-0.388391339,0.780979347,-0.003409488,0.932892426,0.067726389,0.956308142,0.275453704,0.963574021,-0.731601319,0.004097509
HVO_B0084 [D4GP86] DUF336 family protein,0.608885746,0.006408084,0.599505993,0.005408843,0.47953935,0.199630012,-0.12550542,0.891623613,0.394794139,0.55106593,-0.110843919,0.891553383,0.090583794,0.931343362,-0.207710216,0.954932062,0.114714852,0.978695133,-0.795486335,0.000315019
HVO_B0083 [D4GP85] gluconolactonase family protein,0.529864144,0.009033017,0.775729471,0.000270027,0.296633163,0.018270168,-0.247365902,0.533114558,0.22149065,0.944087374,-0.178080131,0.856051888,-0.077320678,0.96066296,0.120302375,0.963290664,0.235689523,0.96580032,-0.708858633,0.003151758
HVO_B0082 [D4GP84] (dppA11) ABC-type transport system periplasmic substrate-binding protein (probable substrate dipeptide/oligopeptide),1.385718291,0.000290921,1.415580184,0.000270027,1.543746333,0.000314563,0.202239758,0.59153534,-0.10452919,0.962467991,0.43059984,0.001299785,0.615265012,0.002611017,-0.078488372,0.980642058,0.044492562,0.992396179,-0.980046951,0.000315019
HVO_B0081 [D4GP83] (dppB11) ABC-type transport system permease protein (probable substrate dipeptide/oligopeptide),1.233489217,0.000290921,1.478618015,0.000270027,1.528610458,0.000314563,0.12013571,0.919030255,-0.221698719,0.919460654,0.302419546,0.664947191,0.497012962,0.356897565,-0.249171767,0.925813961,-0.023122873,0.981315262,-0.951707661,0.000315019
HVO_B0080 [D4GP82] (dppC11) ABC-type transport system permease protein (probable substrate dipeptide/oligopeptide),1.196133417,0.000290921,1.32764095,0.000270027,1.402784869,0.000314563,0.274341568,0.826197346,-0.034551663,0.970929667,0.145295891,0.862322571,0.504440735,0.521821364,-0.176486782,0.950030245,0.099505508,0.979113396,-0.943181983,0.000315019
HVO_B0079 [D4GP81] (dppD11) ABC-type transport system ATP-binding protein (probable substrate dipeptide/oligopeptide),1.733446134,0.000290921,1.705971697,0.000270027,1.633868017,0.000314563,0.187247305,0.891889769,0.035187078,0.979529427,0.334433336,0.6095896,0.215200931,0.910387743,-0.028847391,0.974759564,-0.12841593,0.978785245,-1.516595586,0.000315019
HVO_B0078 [D4GP80] (dppF11) ABC-type transport system ATP-binding protein (probable substrate dipeptide/oligopeptide),2.008940986,0.000290921,1.731264696,0.000270027,1.962998193,0.000314563,0.349028551,0.152989741,0.007802645,0.983867478,0.450525367,0.001300218,0.415684134,0.274670111,0.00258097,0.984545936,-0.10364813,0.981038371,-1.545927606,0.000315019
HVO_B0077 [D4GP79] DUF917 family protein,1.821568128,0.000290921,1.554520194,0.000270027,1.623359599,0.000314563,0.270365014,0.505125274,0.316683385,0.380997321,0.185290762,0.803153027,0.310777617,0.837562139,-0.144684744,0.95981626,-0.068572509,0.982687795,-1.533755336,0.000315019
HVO_B0076 [D4GP78] (hyuA4) N-methylhydantoinase (ATP-hydrolyzing) A,0.897024769,0.000290921,0.969000534,0.000270027,1.023771516,0.000314563,-0.067799386,0.958048519,0.138232631,0.951636933,-0.212888716,0.431934605,-0.067871787,0.964482163,-0.186934577,0.940278983,-0.003466925,0.990591439,-1.199608758,0.000315019
HVO_B0075 [D4GP77] DUF917 family protein,0.145361916,0.581359317,0.237250464,0.375535787,0.253117415,0.406026068,-0.069849099,0.915307445,-0.136438449,0.956597387,-0.251357837,0.653798629,-0.303662649,0.814105577,0.024623218,0.972433398,0.053254506,0.985055863,-0.574405862,0.030304357
HVO_B0074 [D4GP76] DUF917 family protein,-0.207374042,0.405227476,-0.507484609,0.398990248,-1.820518233,0.05397951,-0.381012752,0.833954242,0.29668667,0.928273721,-1.873341228,0.742136353,0.042220111,0.861352105,-0.754532381,0.905136892,2.109915529,0.9438384,-1.154181898,0.415292933
