"Protein.ID","H53_EL_RM_vs_H53_LL_RM_PEP","X2174_EL_RM_vs_2174_LL_RM_PEP","X2176_EL_RM_vs_2176_LL_RM_PEP","H53_EL_RM_vs_2174_EL_RM_PEP","X2176_LL_RM_vs_H53_LL_RM_PEP","H53_EL_RM_vs_H53_EL_CM_PEP","X2176_EL_RM_vs_2176_EL_CM_PEP","H53_EL_RM_vs_2176_EL_RM_PEP","H53_EL_CM_vs_2176_EL_CM_PEP","H53_LL_RM_vs_H53_EL_CM_PEP"
"152","HVO_B0089 [D4GP91] (dppF12) ABC-type transport system ATP-binding protein (probable substrate dipeptide/oligopeptide)<|>HVO_B0332 [D4GPX9] (dppF15) ABC-type transport system ATP-binding protein (probable substrate dipeptide/oligopeptide)",0.431098466,0.461492516,0.433791227,0.879745171,0.917253633,0.81712396,0.881873129,0.937197748,0.965623465,0.531033512
"153","HVO_B0089 [D4GP91] (dppF12) ABC-type transport system ATP-binding protein (probable substrate dipeptide/oligopeptide)",0.000290921,0.000270027,0.000314563,0.93573395,0.963653375,0.919530691,0.959700185,0.97594866,0.983542111,0.000315019
"154","HVO_B0087 [D4GP89] homolog to mandelate racemase / homolog to muconate lactonizing enzyme",0.388298229,0.000270027,0.759976315,0.760447266,0.93425267,0.72687407,0.658793286,0.971024946,0.985534609,0.00063026
"155","HVO_B0085 [D4GP87] glycoside hydrolase domain protein",0.255646896,0.001350928,0.157851727,0.334757189,0.966162136,0.780979347,0.932892426,0.956308142,0.963574021,0.004097509
"156","HVO_B0084 [D4GP86] DUF336 family protein",0.006408084,0.005408843,0.199630012,0.891623613,0.55106593,0.891553383,0.931343362,0.954932062,0.978695133,0.000315019
"157","HVO_B0083 [D4GP85] gluconolactonase family protein",0.009033017,0.000270027,0.018270168,0.533114558,0.944087374,0.856051888,0.96066296,0.963290664,0.96580032,0.003151758
"158","HVO_B0082 [D4GP84] (dppA11) ABC-type transport system periplasmic substrate-binding protein (probable substrate dipeptide/oligopeptide)",0.000290921,0.000270027,0.000314563,0.59153534,0.962467991,0.001299785,0.002611017,0.980642058,0.992396179,0.000315019
"159","HVO_B0081 [D4GP83] (dppB11) ABC-type transport system permease protein (probable substrate dipeptide/oligopeptide)",0.000290921,0.000270027,0.000314563,0.919030255,0.919460654,0.664947191,0.356897565,0.925813961,0.981315262,0.000315019
"160","HVO_B0080 [D4GP82] (dppC11) ABC-type transport system permease protein (probable substrate dipeptide/oligopeptide)",0.000290921,0.000270027,0.000314563,0.826197346,0.970929667,0.862322571,0.521821364,0.950030245,0.979113396,0.000315019
"161","HVO_B0079 [D4GP81] (dppD11) ABC-type transport system ATP-binding protein (probable substrate dipeptide/oligopeptide)",0.000290921,0.000270027,0.000314563,0.891889769,0.979529427,0.6095896,0.910387743,0.974759564,0.978785245,0.000315019
"162","HVO_B0078 [D4GP80] (dppF11) ABC-type transport system ATP-binding protein (probable substrate dipeptide/oligopeptide)",0.000290921,0.000270027,0.000314563,0.152989741,0.983867478,0.001300218,0.274670111,0.984545936,0.981038371,0.000315019
"163","HVO_B0077 [D4GP79] DUF917 family protein",0.000290921,0.000270027,0.000314563,0.505125274,0.380997321,0.803153027,0.837562139,0.95981626,0.982687795,0.000315019
"164","HVO_B0076 [D4GP78] (hyuA4) N-methylhydantoinase (ATP-hydrolyzing) A",0.000290921,0.000270027,0.000314563,0.958048519,0.951636933,0.431934605,0.964482163,0.940278983,0.990591439,0.000315019
"165","HVO_B0075 [D4GP77] DUF917 family protein",0.581359317,0.375535787,0.406026068,0.915307445,0.956597387,0.653798629,0.814105577,0.972433398,0.985055863,0.030304357
"166","HVO_B0074 [D4GP76] DUF917 family protein",0.405227476,0.398990248,0.05397951,0.833954242,0.928273721,0.742136353,0.861352105,0.905136892,0.9438384,0.415292933
"167","HVO_B0073 [D4GP75] Lrp/AsnC family transcription regulator",1,1,1,1,1,1,1,1,1,1
"168","HVO_B0072 [D4GP74] HTH-10 family transcription regulator",1,1,1,1,1,0.774974036,0.857092087,1,1,1
"169","HVO_B0071 [D4GP73] (adh2) alcohol dehydrogenase (NADP)",0.000290921,0.000270027,0.000314563,0.899039816,0.923611556,0.741875099,0.808299063,0.95666219,0.968314343,0.000315019
"170","HVO_B0070 [D4GP72] pyridoxal phosphate-dependent aminotransferase",0.697115385,0.651909191,0.731154306,0.95636277,0.954287761,0.86148461,0.967578273,0.955233789,0.942331967,0.209540402
"171","HVO_B0069 [D4GP71] (gabD) succinate-semialdehyde dehydrogenase",0.000290921,0.000270027,0.000314563,0.772542252,0.971912164,0.84155592,0.880896626,0.964128337,0.974756741,0.000315019
"172","HVO_B0066 [D4GP68] Lrp/AsnC family transcription regulator",0.362728934,0.592353961,0.469953281,0.31850631,0.9491447,0.615375022,0.931892656,0.732333907,0.979584459,0.619174386
"173","HVO_B0064 [D4GP66] CbtA family protein",1,1,0.003147205,0.52157168,1,0.023025321,0.895076744,0.879654562,0.974551605,1
"174","HVO_B0063 [D4GP65] CbtB family protein",0.354674842,0.2969669,0.216076056,0.610405858,0.909268398,0.525060468,0.819078113,0.8376762,0.959481068,0.39977637
"175","HVO_B0062 [D4GP64] (cbiT) cobalt-precorrin-6B C15-methyltransferase (decarboxylating)",0.000290921,0.000270027,0.000314563,0.974568334,0.977049884,0.947112398,0.761758083,0.932061239,0.981480149,0.000315019
"176","HVO_B0061 [D4GP63] (cbiL) cobalt-factor-II C20-methyltransferase",0.000291018,0.000270027,0.000314563,0.939351675,0.896854598,0.747314254,0.926557976,0.966421582,0.983542111,0.000315019
"177","HVO_B0060 [D4GP62] (cbiF) cobalt-precorrin-4 C11-methyltransferase",0.001164218,0.014907353,0.000314563,0.484462677,0.962630989,0.76232711,0.748676481,0.976781835,0.973893389,0.02777494
"178","HVO_B0059 [D4GP61] (cbiG) cobalt-precorrin-5A hydrolase",0.000290921,0.000270027,0.000314563,0.973243267,0.967227576,0.883438819,0.68979924,0.983976265,0.980561593,0.000315019
"179","HVO_B0058 [D4GP60] (cbiH1) cobalt-factor-III C17-methyltransferase",0.455168562,0.597963741,0.668688954,0.856284061,0.957250887,0.790196063,0.946604189,0.862390275,0.968601332,0.494619103
"180","HVO_B0057 [D4GP59] (cbiH2) cobalt-factor-III C17-methyltransferase",0.000290921,0.000270027,0.000314563,0.956701705,0.913087017,0.829438891,0.740980208,0.982999519,0.987011893,0.000315019
"181","HVO_B0055 [D4GP57] conserved hypothetical protein",0.000290921,0.000270027,0.000314563,0.959959889,0.979811355,0.81471116,0.68979924,0.987927125,0.9787252,0.000315019
"182","HVO_B0054 [D4GP56] (cbiX1) sirohydrochlorin cobaltochelatase",0.383429414,0.003784753,0.000314563,0.457426039,0.9823212,0.38728795,0.964416517,0.388126061,0.981260093,0.000315019
"183","HVO_B0053 [D4GP55] DUF3209 family protein",0.403270075,1,0.466629359,1,0.913300237,0.765239525,0.856925692,0.913652817,0.949227978,0.481293294
"184","HVO_B0052 [D4GP54] PQQ repeat protein",0.597482287,0.674258015,0.378678913,0.960371609,0.990598213,0.521175288,0.970937466,0.988091609,0.962337467,0.029039556
"185","HVO_B0051 [D4GP53] (chlID) ATP-dependent cobaltochelatase subunit ChlID",0.000290921,0.000270027,0.000314563,0.001899474,0.991465075,0.001299785,0.571163249,0.979400607,0.529505529,0.000315019
"186","HVO_B0050 [D4GP52] (cobN) ATP-dependent cobaltochelatase subunit CobN",0.000290921,0.000270027,0.000314563,0.99661909,0.998473529,0.854329001,0.020566933,0.970655518,0.997256425,0.000315019
"187","HVO_B0049 [D4GP51] (cbiC) cobalt-precorrin-8 methylmutase",0.011076016,0.000270027,0.000629347,0.950193508,0.950205267,0.884811385,0.941570257,0.974111398,0.976707308,0.02113873
"188","HVO_B0048 [D4GP50] (cbiE) cobalt-precorrin-7 C5-methyltransferase",0.681966222,0.019263595,0.031209205,0.849423955,0.650982174,0.826945056,0.945329005,0.939976817,0.984072593,0.420581376
"189","HVO_B0047 [D4GP49] ABC-type transport system periplasmic substrate-binding protein",0.000290921,0.000270027,0.000314563,0.005682505,0.937312038,0.001299785,0.660208322,0.976740491,0.008625803,0.000315019
"190","HVO_B0046 [D4GP48] (dat) diaminobutyrate--2-oxoglutarate aminotransferase",1,1,0.405036104,0.827160293,1,0.001299785,0.875175054,0.918618784,0.866155401,1
"191","HVO_B0045 [D4GP47] (bdb) diaminobutyrate decarboxylase",1,1,1,1,1,1,1,1,1,1
"192","HVO_B0044 [D4GP46] (iucA) siderophore biosynthesis protein IucA",1,1,1,0.074985913,1,0.001299785,0.005211891,0.94613067,0.008625803,1
"193","HVO_B0043 [D4GP45] (iucB) probable N4-hydroxy-1-aminopropane O-acetyltransferase",0.418303772,0.450904536,0.42055859,0.840691615,0.895568276,0.808994476,0.88131601,0.919616474,0.9611599,0.482957928
"194","HVO_B0042 [D4GP44] (iucD) probable 1,3-diaminopropane N-3-monooxygenase",1,1,1,1,1,1,1,1,1,1
"195","HVO_B0041 [D4GP43] (iucC) siderophore biosynthesis protein IucC",1,0.587455996,0.460981618,0.704592652,1,0.001299785,0.663941869,0.9349593,0.008625803,1
"196","HVO_B0040 [D4GP42] (xacR) IclR family transcription regulator XacR",0.000290921,0.014363445,0.000314563,0.918583983,0.95928689,0.940763657,0.976435406,0.961142951,0.989697341,0.000315019
"197","HVO_B0039 [D4GP41] (xacF) alpha-ketoglutarate semialdehyde dehydrogenase",0.179765886,0.287101467,0.322609506,0.811777121,0.896982274,0.680217928,0.777014201,0.923013828,0.96722783,0.499287856
"198","HVO_B0038A [D4GP40] (xacD) D-xylonate dehydratase / D-gluconate dehydratase",1,1,1,1,1,1,1,1,1,1
"199","HVO_B0034 [D4GP35] (tsgA7) ABC-type transport system periplasmic substrate-binding protein (probable substrate sugar)",1,1,1,1,0.936837223,1,1,1,1,1
"200","HVO_B0032 [D4GP33] (xacB) L-arabinose 1-dehydrogenase (NAD(P))",0.254394917,0.109990922,0.22705772,0.848226212,0.926477751,0.778223484,0.876628484,0.926088522,0.95550013,0.306592021
"201","HVO_B0031 [D4GP32] probable oxidoreductase (short-chain dehydrogenase family)",0.000290921,0.000270027,0.000314563,0.683378855,0.969350992,0.614608902,0.885031577,0.969342727,0.97451729,0.000315019
"202","HVO_B0030 [D4GP31] (xacC) D-xylonolactonase / L-arabinonolactonase",1,0.289255888,0.402396757,1,0.876471061,1,0.858745564,1,1,1
"203","HVO_B0029 [D4GP30] probable sugar dehydrogenase (NADP)",0.049534234,0.000270027,0.82517258,0.95456851,0.98504256,0.947906118,0.988458142,0.839688767,0.952230146,0.023666211
"204","HVO_B0026 [D4GP27] probable oxidoreductase (short-chain dehydrogenase family)",0.000290921,0.000270027,0.000314563,0.36275382,0.854074175,0.11322641,0.071200599,0.974845392,0.990552379,0.000315019
"205","HVO_B0025 [D4GP26] oxidoreductase (homolog to zinc-containing alcohol dehydrogenase)",0.106382979,0.000270027,0.088568334,0.843178745,0.943437811,0.748850305,0.940398168,0.2338022,0.968273155,0.036314685
"206","HVO_B0021 [D4GP22] (dppA10) ABC-type transport system periplasmic substrate-binding protein (probable substrate dipeptide/oligopeptide)",0.390247585,0.477463808,0.34125872,0.815073924,0.950402292,0.723839221,0.888776119,0.855248556,0.881632844,0.485955056
"207","HVO_B0020 [D4GP21] HTH-10 family transcription regulator",1,1,1,1,1,1,1,1,1,1
"208","HVO_B0018 [D4GP19] (parA2) ParA domain protein",0.08932017,0.761591384,0.261710062,0.07998866,0.981120524,0.016708896,0.536233981,0.986725408,0.986028368,0.711947658
"209","HVO_B0017 [D4GP18] conserved hypothetical protein",1,1,1,1,1,1,1,1,1,1
"210","HVO_B0016 [D4GP17] conserved hypothetical protein",0.470417647,0.287409117,0.501260625,0.82773576,0.93691657,0.719089868,0.794091149,0.92109022,0.964361422,0.362910065
"211","HVO_B0005 [D4GP06] (ilvA2) threonine ammonia-lyase",1,1,1,1,0.926930574,1,1,1,1,1
"212","HVO_B0002 [D4GP03] M20 family amidohydrolase (homolog to succinyl-diaminopimelate desuccinylase)",0.000290921,0.258366614,0.448370566,0.84667459,0.929942762,0.801248249,0.867666033,0.941103296,0.967858658,0.349124763
"213","HVO_B0001 [D4GP02] (orc6) Orc1-type DNA replication protein",0.000290921,0.005408843,0.005665816,0.963055626,0.197024174,0.874392826,0.95632189,0.951002306,0.935452236,0.00063026
"214","HVO_A0637 [D4GRU5] (tif1A2) translation initiation factor aIF-1A",0.000290921,0.000270027,0.000314563,0.727541411,0.923139575,0.352422945,0.862637711,0.915862327,0.970353825,0.000315019
"215","HVO_A0636 [D4GRU4] (ybaK) YbaK domain protein",1,1,1,1,1,1,1,1,1,1
"216","HVO_A0635 [D4GRU3] (sufS2) probable cysteine desulfurase",0.000290921,0.000270027,0.000314563,0.001899474,0.959856804,0.001299785,0.002611017,0.969579441,0.987302199,0.000315019
"217","HVO_A0633 [D4GRU1] (pilA6) pilin PilA",0.184365221,0.228192653,0.247767469,0.889072904,0.911904813,0.642987205,0.818651642,0.937902739,0.961948881,0.464996353
"218","HVO_A0631 [D4GRT9] conserved hypothetical protein",0.000290921,0.000270027,0.000314668,0.870318181,0.972741013,0.737663992,0.942975657,0.930352941,0.981888329,0.000315019
"219","HVO_A0630 [D4GRT8] glyoxalase domain protein",1,1,1,1,1,1,1,1,1,1
"220","HVO_A0629 [D4GRT7] sensor box histidine kinase",0.493410607,0.430197281,0.444723426,0.777249913,0.92237866,0.814104505,0.896572967,0.917098891,0.965356593,0.589472792
"221","HVO_A0628 [-] spurious ORF",0.452853598,0.44233662,0.411307791,0.863835802,0.92547239,0.797613503,0.887850097,0.925630379,0.96214366,0.485955056
"222","HVO_A0627 [D4GRT5] conserved hypothetical protein",0.623009187,0.60569835,0.069193866,0.930072359,0.946070835,0.887682345,0.939552695,0.962707759,0.982397232,0.607687086
"223","HVO_A0625 [D4GRT3] conserved hypothetical protein",0.452523008,0.391574981,0.409987057,0.851627557,0.937783833,0.777298862,0.898662316,0.915445979,0.959010697,0.523337337
"224","HVO_A0624 [D4GRT2] (cadA) P-type transport ATPase (probable substrate zinc/cadmium)",0.201897521,0.481473487,0.341913814,0.911956991,0.929681586,0.900808181,0.955962921,0.970978903,0.982661502,0.435472065
"225","HVO_A0623 [D4GRT1] HiPIP domain protein",0.006116548,0.000270027,0.000314563,0.841048969,0.943219963,0.73792891,0.798718004,0.913652817,0.961309049,0.295175902
"226","HVO_A0622 [D4GRT0] conserved hypothetical protein",0.392848353,0.246852959,0.345845426,0.843707377,0.892140349,0.768361924,0.891901208,0.933150998,0.95033733,0.349780718
"227","HVO_A0619 [D4GRS7] conserved hypothetical protein",0.000290921,0.000270027,0.000314563,0.878017399,0.794967543,0.894632401,0.772065274,0.944731552,0.987257744,0.00063026
"228","HVO_A0618 [D4GRS6] flavin-dependent pyridine nucleotide oxidoreductase (homolog to coenzyme A disulfide reductase)",0.000290921,0.000270027,0.000314563,0.962894587,0.004205146,0.381314517,0.972450161,0.980218749,0.571791301,0.000315019
"229","HVO_A0617 [D4GRS5] DMT superfamily transport protein",1,1,1,1,1,1,1,1,1,1
"230","HVO_A0616 [D4GRS4] TetR family transcription regulator",0.469421207,1,1,1,1,0.768122936,1,1,1,0.399446525
"231","HVO_A0611 [D4GRS0] (znuA2) ABC-type transport system periplasmic substrate-binding protein (probable substrate zinc)",1,1,1,1,1,1,1,1,1,1
"232","HVO_A0610 [D4GRR9] (znuC2) ABC-type transport system ATP-binding protein (probable substrate zinc)",1,1,1,1,1,1,1,1,1,1
"233","HVO_A0606 [D4GRR5] major facilitator superfamily transport protein",0.489735422,1,0.422542194,1,1,1,0.901672053,0.924891683,1,1
"234","HVO_A0605 [D4GRR4] F420-dependent NADP oxidoreductase family protein",1,1,1,1,0.951314217,1,1,1,1,1
"235","HVO_A0601 [D4GRR1] (nosL2) NosL family protein",0.390247585,0.453877614,0.48959042,0.831903878,0.916846045,0.786635409,1,0.90595734,1,0.454037685
"236","HVO_A0591 [D4GRQ1] DICT domain protein",0.372740964,0.231191948,0.574640883,0.86695302,0.94055278,0.767883749,0.905419234,0.931126502,0.96253031,0.507631012
"237","HVO_A0590 [D4GRQ0] conserved hypothetical protein",0.000290921,1,0.000314563,1,0.004205146,1,0.002611017,0.9093885,1,1
"238","HVO_A0589 [D4GRP9] HxlR family transcription regulator",1,1,1,1,1,1,1,1,1,1
"239","HVO_A0587 [D4GRP7] receiver/sensor box protein",0.017797276,0.372660443,0.158492919,0.675659596,0.911034807,0.709369647,0.920140515,0.960317199,0.957456879,0.659496256
"240","HVO_A0586 [D4GRP6] (graD3) sugar nucleotidyltransferase",0.000290921,0.000270027,0.003147205,0.31850631,0.96036535,0.793274544,0.878352133,0.980985764,0.990434826,0.000315019
"241","HVO_A0583 [D4GRP3] IclR family transcription regulator",0.000290921,0.000810454,0.000314563,0.857918097,0.921706992,0.207001094,0.9387858,0.9663716,0.982661502,0.028407225
"242","HVO_A0582 [D4GRP2] PrpD family protein",0.114494578,0.410319711,0.242585325,0.860501587,0.65567025,0.803153027,0.892158207,0.936007189,0.963620793,0.260691504
"243","HVO_A0581 [D4GRP1] PrpD family protein",0.392523155,0.290179835,0.435115606,0.849594418,0.20264696,0.76596308,1,0.934224916,0.964039176,0.307897664
"244","HVO_A0580 [D4GRP0] (livF5) ABC-type transport system ATP-binding protein (probable substrate branched-chain amino acids)",0.398381174,0.457516464,0.485925883,0.832652031,0.824119786,0.772865333,0.822032562,0.908599989,0.930780401,0.530364015
"245","HVO_A0579 [D4GRN9] (livG5) ABC-type transport system ATP-binding protein (probable substrate branched-chain amino acids)",0.450870507,1,0.489257217,1,0.20264696,1,1,0.92470591,1,1
"246","HVO_A0578 [D4GRN8] (livM5) ABC-type transport system permease protein (probable substrate branched-chain amino acids)",1,1,1,1,0.860611464,1,1,1,1,1
"247","HVO_A0577 [D4GRN7] (livH5) ABC-type transport system permease protein (probable substrate branched-chain amino acids)",1,1,1,1,0.911144034,1,1,1,1,1
"248","HVO_A0576 [D4GRN6] (livJ5) ABC-type transport system periplasmic substrate-binding protein (probable substrate branched-chain amino acids)",1,1,1,1,0.036720686,1,1,1,1,1
"249","HVO_A0575 [D4GRN5] homolog to succinate dehydrogenase flavoprotein",0.469753324,0.46680433,0.464967876,0.214576953,0.004205146,0.718526337,0.889039477,0.457280895,0.950977292,0.610726409
"250","HVO_A0571 [D4GRN2] isochorismatase family protein",1,1,1,1,0.008380614,1,1,1,0.960405574,0.476966702
"251","HVO_A0570 [D4GRN1] probable metal-dependent hydrolase",0.088722989,0.207308951,0.122979701,0.840691615,0.004205146,0.790417095,0.886649652,0.926271023,0.960201972,0.351748876
"252","HVO_A0569 [D4GRN0] family 3 CoA transferase",0.162342938,1,0.356010417,0.725094506,0.004205146,0.738722278,0.840006761,0.937118986,0.960405574,0.117704341
"253","HVO_A0568 [D4GRM9] hydroxymethylglutaryl-CoA lyase",1,1,1,1,0.783641532,1,1,1,1,1
"254","HVO_A0567 [D4GRM8] (leuC2) 3-isopropylmalate dehydratase large subunit",1,1,1,1,0.004205146,1,1,1,1,1
"255","HVO_A0564 [D4GRM5] glyoxalase domain protein",1,1,1,1,1,1,1,1,1,1
"256","HVO_A0562 [D4GRM3] (hutU) urocanate hydratase",0.937124236,0.013004277,0.057780534,0.945667436,0.985078845,0.001299785,0.002611017,0.987762057,0.997689662,0.000315019
"257","HVO_A0561 [D4GRM2] (hutG) formimidoylglutamase",0.657084725,0.789495398,0.792686702,0.931100293,0.900118988,0.220804344,0.807615977,0.954750329,0.989453405,0.002836531
"258","HVO_A0560 [D4GRM1] (hutI) imidazolonepropionase",0.775582902,0.142341431,0.003461991,0.969865075,0.868999193,0.218983301,0.071200599,0.965107707,0.991227106,0.205022393
"259","HVO_A0559 [D4GRM0] (hutH) histidine ammonia-lyase",0.877094072,0.213255916,0.765133048,0.986394529,0.91265899,0.001299785,0.095946429,0.977357232,0.993665246,0.002836531
"260","HVO_A0555 [D4GRL6] DUF162 family protein",0.034510997,0.000270027,0.037844206,0.700554954,0.957014018,0.736069608,0.886783586,0.93069773,0.967565641,0.058811273
"261","HVO_A0554 [D4GRL5] major facilitator superfamily transport protein",0.294361068,0.256241271,0.353386043,0.823279398,0.928980815,0.670877813,0.861513443,0.947772126,0.968723624,0.204054552
"262","HVO_A0553 [D4GRL4] (cbiP) adenosylcobyrate synthase",0.000873127,0.026087978,0.000314668,0.911254335,0.975418703,0.748594846,0.941403635,0.965768392,0.956350004,0.081684419
"263","HVO_A0551 [D4GRL3] (acs9) acyl-CoA synthetase",0.000290921,0.000270027,0.000314563,0.679730902,0.790665404,0.001299785,0.002611017,0.959872126,0.985224381,0.000315019
"264","HVO_A0550 [D4GRL2] receiver/sensor box histidine kinase",0.000290921,0.000270027,0.000314563,0.915991332,0.989284254,0.284273672,0.925109618,0.98151576,0.94030145,0.000315019
"265","HVO_A0549 [D4GRL1] (nosL1) NosL family protein",1,1,1,1,1,1,1,1,1,1
"266","HVO_A0548 [D4GRL0] DoxX domain protein",0.304502055,0.362783658,0.42816488,0.802204493,0.905742278,0.778223484,0.876628484,0.893858842,0.960910055,0.388897994
