Protein ID,H26_vs_DksgA,H26_vs_DksgA_PEP,H26_vs_DksgA_KsgA,H26_vs_DksgA_KsgA_PEP,H26_vs_DksgA_ksgA_E84A,H26_vs_DksgA_ksgA_E84A_PEP,Row_Number
HVO_B0029 [D4GP30] probable sugar dehydrogenase (NADP),-0.022265472,0.893375488,-1.058598353,0.038235791,-0.978320962,0.050023591,193
HVO_B0026 [D4GP27] probable oxidoreductase (short-chain dehydrogenase family),-0.507477595,0.000825727,-0.800683882,0.000244843,-0.570627544,0.020226732,194
HVO_B0020 [D4GP21] HTH-10 family transcription regulator,-0.333760693,0.715574497,0.788861959,0.245554824,0.662624012,0.40785074,195
HVO_B0018 [D4GP19] (parA2) ParA domain protein,0.087475375,0.804476101,-0.369792674,0.436937656,-0.08618406,0.563288322,196
HVO_B0017 [D4GP18] conserved hypothetical protein,-0.519021438,0.7123068,0.639585851,0.296619834,0.402204831,0.361207135,197
HVO_B0016 [D4GP17] conserved hypothetical protein,-0.901127252,0.048939009,2.644707773,0.000244843,2.550125282,0.000241787,198
HVO_B0011 [D4GP12] (soxA1) sarcosine oxidase,-0.06512163,0.773225933,3.185074274,1,0.481826008,1,199
HVO_B0007 [D4GP08] HTH-10 family transcription regulator,0.541204382,0.642257079,10.25240165,1,7.126225871,1,200
HVO_B0004 [D4GP05] (glyA2) serine hydroxymethyltransferase,-1.283449569,0.595597335,-0.232884132,0.447146617,-0.897648362,0.341034046,201
HVO_B0003 [D4GP04] DUF336 family protein,0.261226859,0.746564629,0.130620625,0.53539949,0.299735509,0.406240445,202
HVO_B0002 [D4GP03] M20 family amidohydrolase (homolog to succinyl-diaminopimelate desuccinylase),-0.047852094,0.695629018,1.458671937,1,0.280700632,1,203
HVO_B0001 [D4GP02] (orc6) Orc1-type DNA replication protein,0.399301221,0.328817359,-1.139669231,0.000244843,-0.865700321,0.000241787,204
HVO_A0637 [D4GRU5] (tif1A2) translation initiation factor aIF-1A,0.310121627,0.737583275,1.913204043,0.000244843,2.314876696,0.000241787,205
HVO_A0636 [D4GRU4] (ybaK) YbaK domain protein,0.109269683,0.807149516,1.113728689,0.000244843,1.197184771,0.000241787,206
HVO_A0635 [D4GRU3] (sufS2) probable cysteine desulfurase,-0.212580676,0.735766135,-0.493043048,0.019980272,-0.730897222,0.000241787,207
HVO_A0633 [D4GRU1] (pilA6) pilin PilA,0.988052414,0.299910585,2.287197192,0.000244843,2.666543519,0.000241787,208
HVO_A0632 [D4GRU0] (pilA5) pilin PilA,-0.496842627,0.688508339,-0.589328526,0.372915104,-0.095872321,0.440746756,209
HVO_A0631 [D4GRT9] conserved hypothetical protein,-0.155503706,0.803357317,-0.614387626,0.110000382,-0.95301758,0.006789053,210
HVO_A0630 [D4GRT8] glyoxalase domain protein,0.239814417,0.755375701,0.857371495,0.003187405,1.027831076,0.000241787,211
HVO_A0629 [D4GRT7] sensor box histidine kinase,0.355579757,0.123266394,0.204834701,0.528786554,0.089398801,0.551939987,212
HVO_A0627 [D4GRT5] conserved hypothetical protein,-0.227798505,0.771062717,-1.186594373,0.000244843,-1.1346296,0.013857432,213
HVO_A0626 [D4GRT4] conserved hypothetical protein,-0.834822275,0.517926349,-0.187856301,0.462749319,-0.588974011,0.350000779,214
HVO_A0625 [D4GRT3] conserved hypothetical protein,0.197266751,0.676897577,3.432194161,1,4.57150436,1,215
HVO_A0624 [D4GRT2] (cadA) P-type transport ATPase (probable substrate zinc/cadmium),0.160447633,0.818979684,0.496724118,0.0098309,0.764276534,0.000241787,216
HVO_A0622 [D4GRT0] conserved hypothetical protein,0,1,0,1,0,1,217
HVO_A0621 [D4GRS9] conserved hypothetical protein,-0.44807062,0.769131138,0.147733506,0.566021619,0.099486572,0.586228541,218
HVO_A0620 [D4GRS8] conserved hypothetical protein,0.272635722,0.710115955,-0.636392152,0.365993837,-0.976090006,0.329977386,219
HVO_A0619 [D4GRS7] conserved hypothetical protein,0.043012399,0.811349042,0.290289936,0.390671536,0.275494034,0.440746756,220
HVO_A0618 [D4GRS6] flavin-dependent pyridine nucleotide oxidoreductase (homolog to coenzyme A disulfide reductase),0.110817685,0.840879239,-1.274229422,0.000244843,-1.409880606,0.000241787,221
HVO_A0616 [D4GRS4] TetR family transcription regulator,-0.256419357,0.720165983,-0.398199306,0.099449416,-0.555929306,0.394376876,222
HVO_A0611 [D4GRS0] (znuA2) ABC-type transport system periplasmic substrate-binding protein (probable substrate zinc),-0.847655266,0.542262026,0.939457803,0.025955836,0.786825761,0.04451103,223
HVO_A0601 [D4GRR1] (nosL2) NosL family protein,-0.043225349,0.794302565,-0.273702361,0.453767615,-0.435251406,0.344119949,224
HVO_A0591 [D4GRQ1] DICT domain protein,-0.616418804,0.698167389,-1.407221903,0.316256023,-1.637510878,0.213266884,225
HVO_A0589 [D4GRP9] HxlR family transcription regulator,-0.110880506,0.774184046,1.891408453,0.000489893,1.928487581,0.000241787,226
HVO_A0588 [D4GRP8] HTH domain protein,-0.400152458,0.573877207,0.597234305,0.156268072,0.047207764,0.523223205,227
HVO_A0587 [D4GRP7] receiver/sensor box protein,0.708410281,0.627912803,-1.829040145,0.369136084,-2.1852129,0.339801469,228
HVO_A0586 [D4GRP6] (graD3) sugar nucleotidyltransferase,0.596760447,0.339412453,-1.193577848,0.031706492,-1.431913518,0.000241787,229
HVO_A0584 [D4GRP4] (guaB2) inosine-5'-monophosphate dehydrogenase,0.368701555,0.72123996,-0.149651449,0.476484328,-0.36535221,0.414956291,230
HVO_A0583 [D4GRP3] IclR family transcription regulator,-0.028634492,0.845572136,-1.580927599,0.002205884,-1.520001323,0.000241787,231
HVO_A0579 [D4GRN9] (livG5) ABC-type transport system ATP-binding protein (probable substrate branched-chain amino acids),0,1,0,1,0,1,232
HVO_A0569 [D4GRN0] family 3 CoA transferase,0,1,0,1,0,1,233
HVO_A0566 [D4GRM7] (leuD2) 3-isopropylmalate dehydratase small subunit,0,1,0,1,0,1,234
HVO_A0564 [D4GRM5] glyoxalase domain protein,-1.236184749,0.036381186,2.1624981,0.000244843,1.911213018,0.000241787,235
HVO_A0562 [D4GRM3] (hutU) urocanate hydratase,0.403071027,0.011490414,-3.133245418,0.000244843,-3.427897379,0.000241787,236
HVO_A0561 [D4GRM2] (hutG) formimidoylglutamase,-0.058934651,0.884260217,-2.885963861,0.000244843,-3.160294704,0.000241787,237
HVO_A0560 [D4GRM1] (hutI) imidazolonepropionase,-0.001031654,0.890299937,-1.959805653,0.000244843,-2.406728115,0.000241787,238
HVO_A0559 [D4GRM0] (hutH) histidine ammonia-lyase,-0.070742364,0.91133478,-2.594996092,0.000244843,-2.749821945,0.000241787,239
HVO_A0558 [D4GRL9] ABC-type transport system periplasmic substrate-binding protein,0.357462129,0.678363832,0.37394574,0.412827885,1.294552753,0.325699666,240
HVO_A0557 [D4GRL8] ABC-type transport system periplasmic substrate-binding protein,-0.362718203,0.518714956,-0.939045749,0.013288225,-1.321223106,0.000967734,241
HVO_A0556 [D4GRL7] small CPxCG-related zinc finger protein,-0.021712383,0.730272246,0.754569414,0.261310632,1.045299759,0.070771139,242
HVO_A0555 [D4GRL6] DUF162 family protein,-0.436710692,0.698167389,1.096398409,0.21908558,0.80584435,0.328448215,243
HVO_A0554 [D4GRL5] major facilitator superfamily transport protein,0.915955427,0.640367235,-0.795807696,0.34138954,-1.861795234,0.268838602,244
HVO_A0553 [D4GRL4] (cbiP) adenosylcobyrate synthase,0.270962462,0.600043434,-0.273049612,0.258673238,-0.070982862,0.678310392,245
HVO_A0551 [D4GRL3] (acs9) acyl-CoA synthetase,-0.362327274,0.730535315,0.573456205,0.418983569,0.662056617,0.422745639,246
HVO_A0550 [D4GRL2] receiver/sensor box histidine kinase,0.564378355,0.000825727,-0.076637966,0.512885358,0.064731066,0.545591775,247
HVO_A0549 [D4GRL1] (nosL1) NosL family protein,-0.339316728,0.664709739,1.387186391,0.18804128,1.236078435,0.178117069,248
HVO_A0547 [D4GRK9] DUF1028 family protein,0.185038622,0.777046221,1.066399846,0.000244843,1.176600788,0.000241787,249
HVO_A0546 [D4GRK8] probable oxidoreductase (short-chain dehydrogenase family),-0.353614877,0.526153495,-0.595575701,0.005644252,-0.411828746,0.07128117,250
HVO_A0545 [D4GRK7] TetR family transcription regulator,-0.068691624,0.785291418,1.117778424,0.000244843,1.041079187,0.000241787,251
HVO_A0541 [D4GRK3] ABC-type transport system periplasmic substrate-binding protein,0.327270973,0.706810945,0.31066359,0.452441236,0.201464857,0.427634162,252
HVO_A0527 [D4GRI9] IclR family transcription regulator,0.254866193,0.705981156,1.170914092,1,1.974110805,1,253
HVO_A0525 [D4GRI7] (fadA5) enoyl-CoA hydratase,-0.124378688,0.832799327,-2.08129134,0.001470199,-2.606652176,0.033553327,254
HVO_A0524 [D4GRI6] (hbd4) 3-hydroxyacyl-CoA dehydrogenase,0.529631125,0.567045138,-0.009438546,0.468764983,-0.346139877,0.412045479,255
HVO_A0523 [D4GRI5] UPF0219 family protein,0.718292368,0.533112862,0.826539085,1,0.937696691,1,256
HVO_A0522 [D4GRI4] (acaB4) acetyl-CoA C-acyltransferase,0.544200903,0.011490414,-2.432335696,1,-2.016352853,1,257
HVO_A0512 [D4GRH4] (aldH4) aldehyde dehydrogenase,5.518120708,1,18.66902268,1,9.653838438,1,258
HVO_A0506 [D4GRG8] (boa8) HTH-10 family transcription regulator,0.06326005,0.701810806,6.44098424,1,1.592714431,1,259
HVO_A0505 [D4GRG7] (fadA4) enoyl-CoA hydratase,0.325462279,0.775140127,-1.143402726,0.184693603,-1.394354019,0.065427356,260
HVO_A0503 [D4GRG5] amidohydrolase domain protein,0.188635775,0.780598495,-0.107956973,0.575283503,-0.252470469,0.358397687,261
HVO_A0501 [D4GRG4] homolog to S-adenosylmethionine-dependent methyltransferase,-0.04583981,0.727368794,-1.54872853,0.000244843,-1.773661221,0.038025207,262
HVO_A0500 [D4GRG3] (mtfK1) FKBP-type peptidylprolyl isomerase,-0.469039898,0.569211766,0.440183511,0.245845109,0.512526591,0.145974401,263
HVO_A0499 [D4GRG2] conserved hypothetical protein,0.181588291,0.658046534,0.227474404,0.40927492,-0.296557795,0.406240445,264
HVO_A0498 [D4GRG1] conserved hypothetical protein,-0.25723414,0.668904733,0.680676568,0.000244925,0.531325107,0.011659766,265
HVO_A0496 [D4GRF9] UspA domain protein,0.246494638,0.601404112,-1.273730358,0.000244843,-1.316857862,0.000241787,266
HVO_A0488 [D4GRF1] (cobA) cob(I)alamin adenosyltransferase,-0.911050876,0.027634639,0.627922345,0.15544834,0.385906542,0.345356097,267
"HVO_A0487 [D4GRF0] (cbiA) cobyrinate a,c-diamide synthase",0.0361521,0.908052155,-0.660139269,0.000244843,-0.585078289,0.000241787,268
HVO_A0486 [D4GRE9] (hypE1) HypE family protein,-0.3977923,0.029231855,0.896965549,0.000489893,1.050118001,0.000241787,269
HVO_A0485 [D4GRE8] pyridoxal phosphate-dependent aminotransferase,-0.072702494,0.843130267,0.558279677,0.007120452,0.85083887,0.000241787,270
HVO_A0477 [D4GRE2] (pstS2) ABC-type transport system periplasmic substrate-binding protein (probable substrate phosphate),-0.549116848,0.776332382,0.071398878,0.524623581,1.150219231,0.230886295,271
HVO_A0476 [D4GRE1] conserved hypothetical protein,-0.477439446,0.277834599,1.436452221,0.000244843,1.183228704,0.000725734,272
HVO_A0474 [D4GRD9] conserved hypothetical protein,-0.459329448,0.636248775,1.073187832,0.110000382,1.484454151,0.01605874,273
HVO_A0472 [D4GRD7] (trxB6) oxidoreductase (homolog to thioredoxin-disulfide reductase),-0.007206107,0.810468309,1.190988934,0.000244843,1.670512079,0.000241787,274
HVO_A0470 [D4GRD5] glyoxalase domain protein,-0.254777725,0.715845805,1.073109055,0.000244843,1.048108142,0.008491768,275
HVO_A0469 [D4GRD4] pirin domain protein,-0.465475091,0.624996046,0.66944953,0.085067458,0.609882287,0.155702739,276
HVO_A0467 [D4GRD2] RND superfamily permease,0,1,0,1,0,1,277
HVO_A0466 [D4GRD1] conserved hypothetical protein,1.097658762,0.000825727,1.726334374,0.000244843,1.943717987,0.000241787,278
HVO_A0465 [D4GRD0] TetR family transcription regulator,-0.109489474,0.761321653,1.033904251,0.000244843,0.795654634,0.002662976,279
"HVO_A0463 [D4GRC8] (rnhA3) ribonuclease H, type 1",0.537549022,0.683027061,0.389526064,0.376071246,0.667862278,0.347831466,280
HVO_A0459 [D4GRC4] conserved hypothetical protein,0.218819293,0.75761447,0.802336235,0.108412792,0.716841906,0.143821725,281
HVO_A0458 [D4GRC3] ParA domain protein,0.547238688,0.001651191,-0.060520935,0.586753597,0.043510894,0.6058412,282
HVO_A0453 [D4GRB8] conserved hypothetical protein,-0.012640169,0.729745668,-0.330734177,0.398983985,-0.40653875,0.421119588,283
HVO_A0452 [D4GRB7] UspA domain protein,0.717659015,0.156583226,0.118262641,0.500206096,-0.055452852,0.486857591,284
HVO_A0451 [D4GRB6] DASS family transport protein,1.094285028,0.000825727,0.505059046,0.000979959,0.740853775,0.025640036,285
HVO_A0444 [D4GRB0] conserved hypothetical protein,-0.412915927,0.716387962,1.042018412,0.002451199,0.936388706,0.00727532,286
HVO_A0443 [D4GRA9] conserved hypothetical protein,-0.043379795,0.882782033,-0.084701835,0.506704808,-0.382564245,0.41949526,287
HVO_A0441 [D4GRA7] (rad25a) DNA repair helicase Rad25,0.176886858,0.709566686,1.653795458,1,1.633174881,1,288
HVO_A0440 [D4GRA6] DUF790 family protein,0,1,0,1,0,1,289
HVO_A0439 [D4GRA5] DUF2800 family protein,0.310292675,0.727368794,1.179390628,0.033963195,1.260898657,0.000241787,290
HVO_A0438 [D4GRA4] conserved hypothetical protein,-0.417671239,0.680992273,4.458795798,1,11.03698074,1,291
HVO_A0437 [D4GRA3] conserved hypothetical protein,-0.272445245,0.72338069,1.354923177,0.005890177,1.244089073,0.028849161,292
HVO_A0432 [D4GR98] conserved hypothetical protein,1.153148002,0.443158192,-0.247622209,0.413798255,0.129165381,0.391186334,293
HVO_A0430 [D4GR95] DUF1611 family protein,2.089952206,0.480451076,-0.640634881,0.373861281,-1.022024949,0.378490903,294
HVO_A0429_A [D4GR94] homolog to dipeptide epimerase,1.420590131,0.000825727,-0.633131237,0.362544625,-0.406806349,0.473014666,295
HVO_A0428 [D4GR92] (dppA9) ABC-type transport system periplasmic substrate-binding protein (probable substrate dipeptide/oligopeptide),0.878015708,0.411041264,-0.45558815,0.410243124,-0.163315075,0.503906546,296
HVO_A0426 [D4GR89] (dppD9) ABC-type transport system ATP-binding protein (probable substrate dipeptide/oligopeptide),0.392616332,0.6936456,-0.81456608,0.32754629,-0.699049069,0.393099855,297
HVO_A0425 [D4GR88] (dppF9) ABC-type transport system ATP-binding protein (probable substrate dipeptide/oligopeptide),1.191621818,0.603438688,0.175687173,0.359728181,0.988490815,0.326004809,298
HVO_A0424 [D4GR87] (boa6) HTH-10 family transcription regulator,0.146735336,0.711486399,0.633803226,0.399304568,-0.17712552,0.400457427,299
HVO_A0419 [D4GR83] HTH domain protein,0.707066796,0.406316023,-0.05293133,0.449791749,0.203141637,0.456297856,300
HVO_A0406 [D4GR72] conserved hypothetical protein<|>HVO_A0432 [D4GR98] conserved hypothetical protein,0.924662077,0.000825727,-1.275497887,0.000244843,-1.322298448,0.000241787,301
HVO_A0406 [D4GR72] conserved hypothetical protein,1.118552395,0.016366788,-1.206263789,0.166416007,-0.831156969,0.198375489,302
HVO_A0403 [D4GR69] ISHwa16-type transposase ISHvo16,-0.136021603,0.68965459,1.660854192,0.186087547,1.653030445,0.220629303,303
HVO_A0401 [D4GR67] Fido domain protein,-0.218120191,0.763776526,-0.668807105,0.000244843,-0.651244274,0.161136749,304
HVO_A0395 [D4GR61] conserved hypothetical protein,0.626833031,0.643826688,0.044382202,0.428098635,0.377425868,0.415603891,305
HVO_A0394 [D4GR60] HTH domain protein,0.197342875,0.755375701,1.352185389,0.000244843,1.469337618,0.000241787,306
HVO_A0393 [D4GR59] conserved hypothetical protein,-0.451157209,0.678363832,0.074205583,0.408307306,-0.432716521,0.367155495,307
HVO_A0388 [D4GR56] Lrp/AsnC family transcription regulator,-0.01338887,0.837376343,0.366514301,0.195320674,0.219032105,0.454636033,308
HVO_A0385 [D4GR53] (hyuA3) N-methylhydantoinase (ATP-hydrolyzing) A,0.045825912,0.672176464,-0.798098895,0.000244843,-0.423127393,0.339801469,309
HVO_A0380 [D4GR48] (dppA8) ABC-type transport system periplasmic substrate-binding protein (probable substrate dipeptide/oligopeptide),1.479908449,0.000825727,-1.441560578,0.232549582,-2.12967175,0.334881326,310
HVO_A0379 [D4GR47] (hyuA2) N-methylhydantoinase (ATP-hydrolyzing) A,0.76149544,0.000825727,-2.044039405,0.000244843,-1.99311076,0.000241787,311
HVO_A0378 [D4GR46] (hyuB2) N-methylhydantoinase (ATP-hydrolyzing) B,0.872574221,0.000825727,-1.991953341,0.000244843,-2.249630427,0.000241787,312
HVO_A0377 [D4GR45] (hyuE) hydantoin racemase,0.018657865,0.749351942,-1.262129273,0.302032483,-1.402494266,0.37407256,313
HVO_A0376 [D4GR44] (pepQ2) probable Xaa-Pro dipeptidase,-0.265132936,0.669203044,-0.07812935,0.394502625,-0.136705747,0.435160246,314
HVO_A0369 [D4GR38] CopG domain protein,-0.42881986,0.652220884,0.632794719,0.325709826,0.90938157,0.102237838,315
HVO_A0350 [D4GR24] conserved hypothetical protein,-0.076026022,0.707087227,2.644383132,1,2.199242544,1,316
HVO_A0346 [D4GR21] XerC/D-like integrase,-0.235839905,0.749351942,-1.262521781,0.144833475,-1.727054173,0.137651245,317
HVO_A0341 [D4GR18] (amaB3) amidase (hydantoinase/carbamoylase family),-0.36568093,0.385098574,0.032384773,0.474131069,0.562524765,1,318
HVO_A0339 [D4GR16] (dppA7) ABC-type transport system periplasmic substrate-binding protein (probable substrate dipeptide/oligopeptide),-0.080427976,0.818547277,-0.307424094,0.18720365,-0.279454763,0.291617786,319
HVO_A0336 [D4GR13] (dppDF7) ABC-type transport system ATP-binding protein (probable substrate dipeptide/oligopeptide),0.523678134,0.631134715,0.573634901,0.344792289,0.274962561,0.36370884,320
HVO_A0335 [D4GR12] DUF1028 family protein,-0.714407416,0.584494944,-0.511863344,0.36787843,-0.341679812,0.395335348,321
HVO_A0332 [D4GR09] IclR family transcription regulator,0.453242041,0.700412709,-0.924571123,0.279901813,-1.380196684,0.214679793,322
HVO_A0331 [D4GR08] (dgoD1) D-galactonate dehydratase,-0.117932095,0.827325298,0.450779836,0.111059748,1.025676478,0.000241787,323
"HVO_A0329 [D4GR06] (kdgA3) 2-dehydro-3-deoxy-phosphogluconate aldolase, bacterial-type",-0.940125282,0.248474162,1.08476532,0.035972207,1.13282785,0.025886618,324
HVO_A0328 [D4GR05] (kdgK2) 2-keto-3-deoxygalactonate kinase,-0.217385255,0.795444671,-0.273582743,0.509792171,0.069715947,0.557604096,325
HVO_A0307 [D4GQY5] Lrp/AsnC family transcription regulator,-0.201704018,0.803805175,0.550953252,0.080132597,0.60568567,0.037278856,326
HVO_A0305 [D4GQY3] (mmsA) methylmalonate-semialdehyde dehydrogenase,-0.437487578,0.666211957,-1.147617196,0.251371171,-0.920679716,0.36151962,327
HVO_A0303 [D4GQY1] (pucH2) probable allantoinase,0.914049804,0.612166885,1.210891008,0.308371443,1.356803446,0.352173241,328
HVO_A0302 [D4GQY0] (ansB) asparaginase/glutaminase family protein,-1.460808636,0.682446543,0.808889777,0.390990439,0.545391276,0.348760786,329
HVO_A0296 [D4GQX4] probable oxidoreductase (short-chain dehydrogenase family),0.189015913,0.71720005,0.056058169,0.443187059,0.335396648,0.397894231,330
"HVO_A0290 [D4GQW7] (kdgA2) 2-dehydro-3-deoxy-phosphogluconate aldolase, bacterial-type",-0.005505056,0.741196565,0.954878876,0.171378338,0.757325718,0.270600894,331
HVO_A0289 [D4GQW6] (ridA4) enamine/imine deaminase,0.04843435,0.751871395,-0.148655197,0.397702302,-0.658532585,0.350621161,332
HVO_A0288 [D4GQW5] probable oxidoreductase (short-chain dehydrogenase family),0.003498143,0.806037589,-1.559541534,0.000244843,-1.159501285,0.001451867,333
HVO_A0287 [D4GQW4] homolog to mandelate racemase / homolog to muconate lactonizing enzyme,0.296768447,0.708466272,-1.827284027,0.248460195,0.490180373,1,334
HVO_A0284 [D4GQW1] (tsgB5) ABC-type transport system permease protein (probable substrate sugar),0.278767035,0.686207825,4.15305468,1,4.398808902,1,335
HVO_A0283 [D4GQW0] (tsgA5) ABC-type transport system periplasmic substrate-binding protein (probable substrate sugar),0.528520758,0.667709718,-2.22162491,0.212540728,-2.115684899,0.221197215,336
HVO_A0280 [D4GQV7] IclR family transcription regulator,-0.169993888,0.761567735,-2.017911594,0.263071448,-1.649627695,0.292512501,337
