"Protein.ID","H26_Exponential_vs_H26_Stationary_PEP","H26_Exponential_vs_HVABI_Exponential_PEP","H26_Exponential_vs_HVLON3_Exponential_PEP","H26_Stationary_vs_HVABI_Stationary_PEP","H26_Stationary_vs_HVLON3_Stationary_PEP"
"186","HVO_A0618 [D4GRS6] flavin-dependent pyridine nucleotide oxidoreductase (homolog to coenzyme A disulfide reductase)",0.64399778305073,0.545538390592575,0.924867607002906,0.528844704087764,0.576223769861668
"187","HVO_A0611 [D4GRS0] (znuA2) ABC-type transport system periplasmic substrate-binding protein (probable substrate zinc)",0.732005078997206,0.602066587444562,0.905399900420948,0.473669424136753,0.636120936277061
"188","HVO_A0608 [-] spurious ORF",1,1,1,1,1
"189","HVO_A0606 [D4GRR5] major facilitator superfamily transport protein",1,0.802226218323124,0.923842029520765,1,1
"190","HVO_A0601 [D4GRR1] (nosL2) NosL family protein",0.72588917694015,0.645422612144742,0.871272101025601,0.429007254678778,0.000549208008736257
"191","HVO_A0594 [D4GRQ4] (glmS) glutamine--fructose-6-phosphate aminotransferase (isomerizing)",1,1,1,1,0.714038662801867
"192","HVO_A0591 [D4GRQ1] DICT domain protein",0.779942868802285,0.749898123971807,0.9222318232317,0.485433448067847,0.550253149679789
"193","HVO_A0587 [D4GRP7] receiver/sensor box protein",0.704908748848162,0.67929209484239,0.904118134661893,0.496160661547549,0.565983633886809
"194","HVO_A0586 [D4GRP6] (graD3) sugar nucleotidyltransferase",0.576443303907737,0.269088457678666,0.919214025241036,0.00824563883008744,0.390257008405398
"195","HVO_A0583 [D4GRP3] IclR family transcription regulator",1,1,1,0.464234696429862,0.550927632387271
"196","HVO_A0582 [D4GRP2] PrpD family protein",1,1,1,1,1
"197","HVO_A0581 [D4GRP1] PrpD family protein",0.685066535239034,0.643856484377849,0.907346498901314,0.362508807540567,0.506819380604325
"198","HVO_A0580 [D4GRP0] (livF5) ABC-type transport system ATP-binding protein (probable substrate branched-chain amino acids)",1,1,1,1,1
"199","HVO_A0579 [D4GRN9] (livG5) ABC-type transport system ATP-binding protein (probable substrate branched-chain amino acids)",1,1,1,1,0.612352217097047
"200","HVO_A0576 [D4GRN6] (livJ5) ABC-type transport system periplasmic substrate-binding protein (probable substrate branched-chain amino acids)",0.736198363058993,0.44543473093187,0.876501216672336,0.000375005859466593,0.247058573617311
"201","HVO_A0571 [D4GRN2] isochorismatase family protein",1,1,1,0.000375005859466593,0.545518944923894
"202","HVO_A0570 [D4GRN1] probable metal-dependent hydrolase",1,1,1,0.440555971528847,0.459975541032207
"203","HVO_A0569 [D4GRN0] family 3 CoA transferase",1,1,1,1,1
"204","HVO_A0565 [D4GRM6] major facilitator superfamily transport protein",0.733845756600485,0.220063826835022,0.899796269903032,0.000375005859466593,0.374791039786025
"205","HVO_A0562 [D4GRM3] (hutU) urocanate hydratase",0.00108645526383677,0.49020208699579,0.933725803089441,0.268217520345098,0.626808840355227
"206","HVO_A0561 [D4GRM2] (hutG) formimidoylglutamase",0.0214294523926986,0.665054812209797,0.889162068933685,0.551706129346833,0.774485012646958
"207","HVO_A0560 [D4GRM1] (hutI) imidazolonepropionase",1,1,1,1,1
"208","HVO_A0559 [D4GRM0] (hutH) histidine ammonia-lyase",0.760110285956152,0.581635750120512,0.932217166329204,0.446318628841678,0.564654549503329
"209","HVO_A0558 [D4GRL9] ABC-type transport system periplasmic substrate-binding protein",0.0235374166415231,0.616480022120835,0.908136190327544,0.000375005859466593,1
"210","HVO_A0557 [D4GRL8] ABC-type transport system periplasmic substrate-binding protein",0.690717438555698,0.122446907092172,0.911228012493835,0.0451642277231995,0.489770719753813
"211","HVO_A0554 [D4GRL5] major facilitator superfamily transport protein",0.697156071718983,0.278959559117169,0.90666415673229,0.300577519457432,0.560322650170359
"212","HVO_A0553 [D4GRL4] (cbiP) adenosylcobyrate synthase",0.730419721359504,0.314905725390233,0.847722516585779,0.471312704516525,0.580813639062541
"213","HVO_A0551 [D4GRL3] (acs9) acyl-CoA synthetase",0.00108645526383677,0.739698155052876,0.9222318232317,0.000375005859466593,0.000549208008736257
"214","HVO_A0550 [D4GRL2] receiver/sensor box histidine kinase",0.698892951435986,0.731898479656948,0.915570752938849,0.582652197314529,0.643812119568261
"215","HVO_A0548 [D4GRL0] DoxX domain protein",0.514736070971429,0.268503439158508,0.913054561923539,0.00374989746374121,0.0627066303881675
"216","HVO_A0547 [D4GRK9] DUF1028 family protein",0.732268618643598,0.682498157402383,0.912306980037583,0.496830212025482,0.53973992317158
"217","HVO_A0541 [D4GRK3] ABC-type transport system periplasmic substrate-binding protein",0.691601981752503,0.664452704040115,0.906549938430916,0.441573477056742,0.555636250533391
"218","HVO_A0538 [D4GRK0] (mntH2) NRAMP family transport protein (probable substrate divalent metal cation)",0.681453529831234,0.632758043750744,0.895526346372178,0.000375005859466593,0.548226956898859
"219","HVO_A0537 [D4GRJ9] (hyuA1) N-methylhydantoinase (ATP-hydrolyzing) A",1,1,1,1,1
"220","HVO_A0535 [D4GRJ7] peptidase M24 family protein",0.71222325351546,0.538716352265452,0.821714661298936,0.485433448067847,0.542463624778529
"221","HVO_A0527 [D4GRI9] IclR family transcription regulator",0.743928712655276,1,1,0.434445837248658,0.0362915169358319
"222","HVO_A0525 [D4GRI7] (fadA5) enoyl-CoA hydratase",0.74214015122747,0.704650002771158,0.882514494964907,0.527847912716787,0.596388900769809
"223","HVO_A0524 [D4GRI6] (hbd4) 3-hydroxyacyl-CoA dehydrogenase",0.566935856065973,0.672817090326169,0.903647625602202,0.468280715088119,0.562990677602585
"224","HVO_A0523 [D4GRI5] UPF0219 family protein",1,1,1,0.482747400647804,1
"225","HVO_A0522 [D4GRI4] (acaB4) acetyl-CoA C-acyltransferase",0.71582632898704,0.707418294547531,0.913373037357878,0.0366143267564019,0.417085855431916
"226","HVO_A0519 [D4GRI1] (maoC2) MaoC domain protein",1,1,1,1,1
"227","HVO_A0512 [D4GRH4] (aldH4) aldehyde dehydrogenase",1,1,1,1,1
"228","HVO_A0506 [D4GRG8] (boa8) HTH-10 family transcription regulator",1,1,1,1,1
"229","HVO_A0505 [D4GRG7] (fadA4) enoyl-CoA hydratase",0.719939758847332,0.589344804765056,0.919708067303225,0.441573477056742,0.568636449603536
"230","HVO_A0504 [D4GRG6] conserved hypothetical protein",0.746973639551985,0.0269814957074893,0.917005846712716,0.408208938522481,0.32117331305093
"231","HVO_A0501 [D4GRG4] homolog to S-adenosylmethionine-dependent methyltransferase",1,1,1,1,1
"232","HVO_A0500 [D4GRG3] (mtfK1) FKBP-type peptidylprolyl isomerase",0.731213284296786,0.648229624973811,0.899427049568097,0.448689225615349,0.511388087784115
"233","HVO_A0499 [D4GRG2] conserved hypothetical protein",0.711107409698758,0.614824067690018,0.901500599373186,0.000375005859466593,0.532211338158494
"234","HVO_A0498 [D4GRG1] conserved hypothetical protein",0.544761005248245,0.60036496350365,0.739085133008577,0.478042724032583,0.595744872499302
"235","HVO_A0496 [D4GRF9] UspA domain protein",0.72265625,0.0333916561133759,0.943822617561148,0.259028483797627,0.645342912966226
"236","HVO_A0495 [D4GRF8] (boa7) HTH-10 family transcription regulator",1,1,1,1,1
"237","HVO_A0494 [D4GRF7] (tsgA6) ABC-type transport system periplasmic substrate-binding protein (probable substrate sugar)",0.0703508312294574,0.587951293975647,0.926337023172727,0.0022503146924453,0.491917406928615
"238","HVO_A0493 [D4GRF6] (tsgB6) ABC-type transport system permease protein (probable substrate sugar)",0.711107409698758,0.659609732381605,0.908472548719589,0.402394630259249,0.573591328495924
"239","HVO_A0492 [D4GRF5] (tsgC6) ABC-type transport system permease protein (probable substrate sugar)",1,1,1,0.000375005859466593,0.503997635688527
"240","HVO_A0491 [D4GRF4] (tsgD6) ABC-type transport system ATP-binding protein (probable substrate sugar)",0.673505776075738,0.598315841288258,0.897935759566315,0.00075023034416033,0.651137478655525
"241","HVO_A0488 [D4GRF1] (cobA) cob(I)alamin adenosyltransferase",0.700046377483732,0.625333093420387,0.900286349695481,0.444624537917249,0.00493598484125735
"242","HVO_A0487 [D4GRF0] (cbiA) cobyrinate a,c-diamide synthase",0.46846540364875,0.659609732381605,0.834939283747417,0.56951150379129,0.441379343868638
"243","HVO_A0486 [D4GRE9] (hypE1) HypE family protein",0.720212330988199,0.67929209484239,0.918717116662991,0.421517879986727,0.548226956898859
"244","HVO_A0485 [D4GRE8] pyridoxal phosphate-dependent aminotransferase",0.683565296833719,0.673705026271276,0.93145190694961,0.0810432145282973,0.626808840355227
"245","HVO_A0481 [D4GRE6] (phoU4) PhoU domain protein",1,1,1,1,1
"246","HVO_A0480 [D4GRE5] (pstB2) ABC-type transport system ATP-binding protein (probable substrate phosphate)",1,1,1,1,1
"247","HVO_A0477 [D4GRE2] (pstS2) ABC-type transport system periplasmic substrate-binding protein (probable substrate phosphate)",0.751242087967114,0.680460342280826,0.911336496888015,0.473332829913782,0.529115118994386
"248","HVO_A0476 [D4GRE1] conserved hypothetical protein",0.742652103432155,0.501700913861889,0.105241759400081,0.439198919841812,0.367979665476462
"249","HVO_A0472 [D4GRD7] (trxB6) oxidoreductase (homolog to thioredoxin-disulfide reductase)",0.795172181432763,0.75341545801718,0.898559950248026,0.543437320346521,0.00603026822003161
"250","HVO_A0466 [D4GRD1] conserved hypothetical protein",0.220240573430319,0.673409223425299,0.921848418925467,0.362854237349148,0.556307092837319
"251","HVO_A0465 [D4GRD0] TetR family transcription regulator",0.639307590993665,1,0.898435436052485,1,0.58342681076165
"252","HVO_A0463 [D4GRC8] (rnhA3) ribonuclease H, type 1",1,1,1,1,1
"253","HVO_A0458 [D4GRC3] ParA domain protein",0.0801216678786159,0.000830360157312193,0.925972118846935,0.00749666164286222,0.158200356993951
"254","HVO_A0452 [D4GRB7] UspA domain protein",0.728561164669704,0.147027225104728,0.910683613878392,0.494151375215183,0.57884917948881
"255","HVO_A0451 [D4GRB6] DASS family transport protein",0.385629516856818,0.000830360157312193,0.812110691310119,0.000375005859466593,0.176898876486487
"256","HVO_A0450 [-] UspA domain protein (nonfunctional)",1,1,1,1,1
"257","HVO_A0439 [D4GRA5] DUF2800 family protein",0.679937909669651,1,0.899796269903032,1,0.00054939103850582
"258","HVO_A0432 [D4GR98] conserved hypothetical protein",1,1,1,1,1
"259","HVO_A0430 [D4GR95] DUF1611 family protein",1,1,1,1,1
"260","HVO_A0429_A [D4GR94] homolog to dipeptide epimerase",0.735415899889584,0.0821756043345373,1,0.000375005859466593,0.521159044827722
"261","HVO_A0428 [D4GR92] (dppA9) ABC-type transport system periplasmic substrate-binding protein (probable substrate dipeptide/oligopeptide)",0.775790770440888,0.000830360157312193,0.909363467996224,0.000375005859466593,0.000549208008736257
"262","HVO_A0427 [D4GR91] (dppB9) ABC-type transport system permease protein (probable substrate dipeptide/oligopeptide)",0.72400684413846,0.641655842512778,0.910355384733985,0.477706476156298,0.583752967650112
"263","HVO_A0426 [D4GR89] (dppD9) ABC-type transport system ATP-binding protein (probable substrate dipeptide/oligopeptide)",0.601923602880846,0.590387584085764,0.906892168334919,0.575101325181968,0.628367170637508
"264","HVO_A0425 [D4GR88] (dppF9) ABC-type transport system ATP-binding protein (probable substrate dipeptide/oligopeptide)",0.700621748651993,0.0357825877138108,0.840337676637915,0.000375005859466593,0.00493598484125735
"265","HVO_A0424 [D4GR87] (boa6) HTH-10 family transcription regulator",1,1,1,1,1
"266","HVO_A0406 [D4GR72] conserved hypothetical protein<|>HVO_A0432 [D4GR98] conserved hypothetical protein",0.840354020202864,0.000830360157312193,0.163834126444596,0.000375005859466593,0.000549208008736257
"267","HVO_A0406 [D4GR72] conserved hypothetical protein",0.730154806414733,0.617140949102193,0.886526591433381,0.446318628841678,0.550927632387271
"268","HVO_A0401 [D4GR67] Fido domain protein",1,1,1,1,1
"269","HVO_A0397 [D4GR63] HTH domain protein",0.389119952466921,0.496390181293117,0.877118146597268,0.506526820192492,0.000549208008736257
"270","HVO_A0394 [D4GR60] HTH domain protein",1,1,1,1,1
"271","HVO_A0388 [D4GR56] Lrp/AsnC family transcription regulator",0.200404771016024,0.607139121034952,0.891329163051915,0.435804401097988,0.608862804129076
"272","HVO_A0382 [D4GR50] (dppC8) ABC-type transport system permease protein (probable substrate dipeptide/oligopeptide)",0.707739307535642,0.663548187383917,0.890791774893096,0.475688429703438,1
"273","HVO_A0380 [D4GR48] (dppA8) ABC-type transport system periplasmic substrate-binding protein (probable substrate dipeptide/oligopeptide)",0.687753839202841,0.413809684089051,0.924682078288063,0.0101175343662431,0.0163790710246782
"274","HVO_A0379 [D4GR47] (hyuA2) N-methylhydantoinase (ATP-hydrolyzing) A",1,1,1,1,1
"275","HVO_A0362 [D4GR31] PQQ repeat protein",0.694243156526354,0.591774829244134,0.908584392620025,0.426625695354773,0.507171549394481
"276","HVO_A0356 [-] conserved hypothetical protein (nonfunctional)",1,1,1,1,1
"277","HVO_A0350 [D4GR24] conserved hypothetical protein",0.778794709364839,0.644170092944205,0.00400059759964144,0.214578163345796,0.000549208008736257
"278","HVO_A0348A [A0A1C9J6T8] hypothetical protein",0.754965055611307,0.656864999016694,0.89488223581538,0.446657366255847,0.482943118581211
"279","HVO_A0346 [D4GR21] XerC/D-like integrase",1,1,1,1,1
"280","HVO_A0342 [D4GR19] IclR family transcription regulator",0.739569104302859,1,0.909474220072819,0.416403954764364,0.543143392704957
"281","HVO_A0339 [D4GR16] (dppA7) ABC-type transport system periplasmic substrate-binding protein (probable substrate dipeptide/oligopeptide)",0.0381197893813076,0.0205209155485397,0.929637196403679,0.000375005859466593,0.00274458244887266
"282","HVO_A0336 [D4GR13] (dppDF7) ABC-type transport system ATP-binding protein (probable substrate dipeptide/oligopeptide)",0.687158311038734,0.672520759759473,1,0.459847162511067,0.00274458244887266
"283","HVO_A0335 [D4GR12] DUF1028 family protein",0.00108645526383677,1,0.908584392620025,1,1
"284","HVO_A0333 [D4GR10] SprT family protein",0.688051251002274,1,1,0.443607760164154,1
"285","HVO_A0331 [D4GR08] (dgoD1) D-galactonate dehydratase",0.801026519224803,0.719681577976503,0.715018621920497,0.517533936651584,0.125377474555419
"286","HVO_A0329 [D4GR06] (kdgA3) 2-dehydro-3-deoxy-phosphogluconate aldolase, bacterial-type",0.659990427357391,0.719681577976503,0.926609640938294,0.0332642534250228,0.235354193132849
"287","HVO_A0328 [D4GR05] (kdgK2) 2-keto-3-deoxygalactonate kinase",0.688942080600425,0.730322819312641,0.917815377550455,0.474679046852054,0.491202343721575
"288","HVO_A0326 [D4GR03] (bgaH) beta-D-galactosidase",1,1,1,0.48610469435502,1
"289","HVO_A0324 [D4GR01] conserved hypothetical protein",0.713057902755519,0.673705026271276,0.902460893830666,0.430367549810542,1
"290","HVO_A0323 [D4GR00] ABC-type transport system ATP-binding protein",0.00108645526383677,0.600705722078811,0.892924113815688,0.000375005859466593,1
"291","HVO_A0320 [D4GQZ7] conserved hypothetical protein",0.692190520827231,0.000830360157312193,0.880746297364878,0.416745073416665,0.551264702461226
"292","HVO_A0311 [D4GQY8] probable halocin (homolog to halocin C8)",1,1,1,1,1
"293","HVO_A0307 [D4GQY5] Lrp/AsnC family transcription regulator",0.745200669048058,0.704372297343675,0.924682078288063,0.506192823772774,0.614882069897388
"294","HVO_A0306 [D4GQY4] pyridoxal phosphate-dependent aminotransferase",0.746467998001338,0.535657686212361,0.923842029520765,0.0503605089675512,0.567310932721625
"295","HVO_A0305 [D4GQY3] (mmsA) methylmalonate-semialdehyde dehydrogenase",0.549368795480436,0.655333692112227,0.869965721912697,0.480395713986133,0.556307092837319
"296","HVO_A0304 [D4GQY2] homolog to thermosome",0.705476605335934,0.623378630108764,0.922518234401596,0.0924489575707087,0.000549208008736257
"297","HVO_A0303 [D4GQY1] (pucH2) probable allantoinase",0.75668873935781,0.734512866941857,0.899056396752249,0.427986748963414,0.263069909215318
"298","HVO_A0302 [D4GQY0] (ansB) asparaginase/glutaminase family protein",0.701769817668294,0.636908242032928,0.903883176703792,0.452750040167021,0.0147506685244507
"299","HVO_A0301 [D4GQX9] probable polysaccharide deacetylase",0.689238556122299,0.70989621338989,0.904702949210875,0.266098694191642,0.107365194904703
"300","HVO_A0300 [D4GQX8] ABC-type transport system permease protein",1,1,0.916700312373829,1,1
"301","HVO_A0299 [D4GQX7] ABC-type transport system periplasmic substrate-binding protein",0.708865452485592,0.626956244011498,0.912948148791369,0.404105540329948,0.500459431816303
"302","HVO_A0298 [D4GQX6] probable oxidoreductase (short-chain dehydrogenase family)",1,1,1,1,1
"303","HVO_A0297 [D4GQX5] ABC-type transport system permease protein",1,1,1,1,1
"304","HVO_A0296 [D4GQX4] probable oxidoreductase (short-chain dehydrogenase family)",0.714998011878239,1,0.909252580318115,0.476361218388839,0.551601658425969
"305","HVO_A0295_A [D4GQX3] luciferase family protein",1,1,1,1,1
"306","HVO_A0295 [D4GQX2] (amaB2) amidase (hydantoinase/carbamoylase family)",0.74747854635239,0.702144887040183,0.93119517343637,0.510532722586894,0.417853529457545
"307","HVO_A0294 [D4GQX1] ABC-type transport system ATP-binding protein",0.717477312861575,0.42729827160326,0.896928565934359,0.462547718765057,0.482221780002645
"308","HVO_A0293 [D4GQX0] ABC-type transport system ATP-binding protein",0.719939758847332,0.661734262110257,0.895654659805603,0.434785518750795,0.224900346692082
"309","HVO_A0289 [D4GQW6] (ridA4) enamine/imine deaminase",1,1,1,1,1
"310","HVO_A0288 [D4GQW5] probable oxidoreductase (short-chain dehydrogenase family)",0.755704837940896,0.602406262587345,0.924774894570875,0.510532722586894,0.631165783787449
