Protein_ID,H26_Exponential_vs_H26_Stationary,H26_Exponential_vs_H26_Stationary_PEP,H26_Exponential_vs_HVABI_Exponential,H26_Exponential_vs_HVABI_Exponential_PEP,H26_Exponential_vs_HVLON3_Exponential,H26_Exponential_vs_HVLON3_Exponential_PEP,H26_Stationary_vs_HVABI_Stationary,H26_Stationary_vs_HVABI_Stationary_PEP,H26_Stationary_vs_HVLON3_Stationary,H26_Stationary_vs_HVLON3_Stationary_PEP,Row_Number
HVO_B0059 [D4GP61] (cbiG) cobalt-precorrin-5A hydrolase,2.081593851,0.001086455,-0.804577214,0.414279682,1.379347732,0.004000598,-2.104651433,0.000375006,-0.566314302,0.394971455,148
HVO_B0058 [D4GP60] (cbiH1) cobalt-factor-III C17-methyltransferase,2.959301229,0.001086455,-0.914968378,0.608819271,2.294502322,0.049830611,-2.144351383,0.069238769,-0.865510852,0.528425774,149
HVO_B0057 [D4GP59] (cbiH2) cobalt-factor-III C17-methyltransferase,0.772125161,0.730419721,-0.269512492,0.703816407,1.852703832,0.573351459,-0.394604089,0.499507356,0.83234083,0.57688078,150
HVO_B0055 [D4GP57] conserved hypothetical protein,2.333173503,0.123331349,-0.751610693,0.676065141,0.477200688,0.922040339,-3.495479728,0.000375006,-0.884684009,0.511037377,151
HVO_B0054 [D4GP56] (cbiX1) sirohydrochlorin cobaltochelatase,0,1,0,1,0,1,98.09143759,1,11.91778454,1,152
HVO_B0053 [D4GP55] DUF3209 family protein,5.075449568,1,3.75684775,1,-0.624361781,0.880894795,0,1,0,1,153
HVO_B0052 [D4GP54] PQQ repeat protein,1.867133793,0.532381998,-0.136105027,0.691993005,1.201327789,0.751556656,-0.907094538,0.48845322,-0.57920773,0.592841461,154
HVO_B0051 [D4GP53] (chlID) ATP-dependent cobaltochelatase subunit ChlID,0.930245146,0.350655903,-0.47323663,0.576316191,0.9349339,0.004000598,-1.12778016,0.001125298,-1.038396522,0.006577056,155
HVO_B0050 [D4GP52] (cobN) ATP-dependent cobaltochelatase subunit CobN,1.012329345,0.001086817,-0.680850301,0.065473945,1.035291935,0.004000598,-0.785607409,0.00862008,-0.186297186,0.694219546,156
HVO_B0049 [D4GP51] (cbiC) cobalt-precorrin-8 methylmutase,0,1,0,1,0,1,-2.490931469,0.248046934,-2.559723175,0.55025315,157
HVO_B0047 [D4GP49] ABC-type transport system periplasmic substrate-binding protein,-2.361408584,0.001086455,0.82281191,0.262626263,-0.325752883,0.905515551,2.051803568,0.000375006,1.030508992,0.355041412,158
HVO_B0045 [D4GP47] (bdb) diaminobutyrate decarboxylase,3.254416023,1,-0.13660199,0.724499819,0.002212634,0.976911125,0,1,0,1,159
HVO_B0044 [D4GP46] (iucA) siderophore biosynthesis protein IucA,-1.33486753,0.696284583,0.821354931,0.641340694,-0.767089603,0.905976711,1.725417431,0.4649093,2.003620907,0.529459614,160
HVO_B0040 [D4GP42] (xacR) IclR family transcription regulator XacR,5.043544596,0.407912368,0.595141205,0.2818364,1.470864778,0.895397864,-2.397995122,0.000375006,-2.327879379,0.000549208,161
HVO_B0039 [D4GP41] (xacF) alpha-ketoglutarate semialdehyde dehydrogenase,-0.738864971,0.735676914,0.062505953,0.722631877,-0.169272879,0.933808773,1.098362122,0.261504363,0.278332167,0.62149148,162
HVO_B0038A [D4GP40] (xacD) D-xylonate dehydratase / D-gluconate dehydratase,-1.578831736,0.711944612,0.594235297,0.667755397,-2.410977242,0.873521404,1.501322561,0.000375006,-1.261497872,0.57490843,163
HVO_B0038 [D4GP39] (tsgD7) ABC-type transport system ATP-binding protein (probable substrate sugar),0,1,0,1,0,1,0,1,0,1,164
HVO_B0034 [D4GP35] (tsgA7) ABC-type transport system periplasmic substrate-binding protein (probable substrate sugar),0,1,0,1,0,1,0.734351119,0.44259074,0.441737912,0.554964955,165
HVO_B0031 [D4GP32] probable oxidoreductase (short-chain dehydrogenase family),-2.125556937,0.718573804,0.065994516,0.663849874,-0.518704764,0.904118135,3.040438944,0.276682521,1.653217204,0.535982695,166
HVO_B0029 [D4GP30] probable sugar dehydrogenase (NADP),1.136958115,0.646653363,0.437437992,0.67073907,-0.643356973,0.90198197,-0.625271783,0.013110942,-1.250799605,0.416317626,167
HVO_B0026 [D4GP27] probable oxidoreductase (short-chain dehydrogenase family),-0.40911072,0.74596162,-3.145560503,0.503730725,-1.354630503,0.89384276,-0.854028087,0.423902287,-0.721042716,0.562324345,168
HVO_B0025 [D4GP26] oxidoreductase (homolog to zinc-containing alcohol dehydrogenase),-2.075056222,0.63490277,0.090240256,0.678706936,-0.647609629,0.891996845,1.511187929,0.481739694,-0.958198285,0.542123567,169
HVO_B0023 [D4GP24] (dppC10) ABC-type transport system permease protein (probable substrate dipeptide/oligopeptide),0,1,0,1,0,1,0,1,0,1,170
HVO_B0021 [D4GP22] (dppA10) ABC-type transport system periplasmic substrate-binding protein (probable substrate dipeptide/oligopeptide),0.908514647,0.568135695,0.252371449,0.716442034,-0.798102195,0.851639847,2.002896278,0.000375006,-0.264632547,0.524625922,171
HVO_B0020 [D4GP21] HTH-10 family transcription regulator,0,1,0,1,0,1,-2.126724954,1,0.97438276,1,172
HVO_B0018 [D4GP19] (parA2) ParA domain protein,0.703049306,0.727494766,-2.459685046,0.042124379,0.229798975,0.927780596,-1.979449354,0.257613063,-1.316752317,0.467322152,173
HVO_B0011 [D4GP12] (soxA1) sarcosine oxidase,-1.848420496,0.686860194,-0.133692524,0.670143758,-0.229641252,0.901500599,2.011534618,0.391085464,1.365746126,0.571282152,174
HVO_B0006 [D4GP07] conserved hypothetical protein,0,1,0,1,0,1,0,1,0,1,175
HVO_B0001 [D4GP02] (orc6) Orc1-type DNA replication protein,1.115992239,0.760353375,-1.938926575,0.535274189,-0.447073548,0.931962899,-2.590106048,0.028420821,-1.78878424,0.254202413,176
HVO_A0636 [D4GRU4] (ybaK) YbaK domain protein,-0.401447432,0.60851538,-2.420425509,0.215035028,0.213359952,0.921076345,-1.134263152,0.441573477,-0.790368439,0.627432477,177
HVO_A0635 [D4GRU3] (sufS2) probable cysteine desulfurase,0,1,0,1,0,1,0,1,0,1,178
HVO_A0633 [D4GRU1] (pilA6) pilin PilA,-0.688138102,0.639980991,4.7931456,0.00083036,-0.018333941,0.910355385,3.944028623,0.291807875,4.267179605,0.304268727,179
HVO_A0631 [D4GRT9] conserved hypothetical protein,-0.664323726,0.727494766,-1.753265929,0.596602231,-0.920811045,0.92795926,-1.510619913,0.45782062,-1.878578142,0.530836418,180
HVO_A0629 [D4GRT7] sensor box histidine kinase,-1.154925975,0.693364833,0.602034622,0.243483484,-0.275036924,0.908696099,2.293812614,0.000375006,1.853018848,0.000549208,181
HVO_A0627 [D4GRT5] conserved hypothetical protein,-1.299477389,0.514736071,0.918629086,0.015642034,0.378652531,0.916802277,1.744716663,0.016476135,2.058814916,0.000549208,182
HVO_A0625 [D4GRT3] conserved hypothetical protein,0.304691161,0.71720267,-0.034978327,0.67073907,0.030007501,0.906778233,2.297578264,0.255843141,-0.388472145,0.623684553,183
HVO_A0624 [D4GRT2] (cadA) P-type transport ATPase (probable substrate zinc/cadmium),-1.019209124,0.489798744,0.876814171,0.135186514,-0.377114751,0.907572822,2.0107457,0.000375006,1.439629871,0.185430379,184
HVO_A0620 [D4GRS8] conserved hypothetical protein,1.053108416,0.695702457,0.448181955,0.665355596,1.170530967,0.906664157,-0.423864315,0.410942354,-0.876473452,0.549240568,185
HVO_A0619 [D4GRS7] conserved hypothetical protein,-0.926083884,0.499654342,0.58600747,0.426377333,0.279085544,0.914531064,1.877178519,0.000375006,1.334301672,0.006030268,186
HVO_A0618 [D4GRS6] flavin-dependent pyridine nucleotide oxidoreductase (homolog to coenzyme A disulfide reductase),0.990187726,0.643997783,-0.923415004,0.545538391,0.236210162,0.924867607,0.247885858,0.528844704,0.651497331,0.57622377,187
HVO_A0611 [D4GRS0] (znuA2) ABC-type transport system periplasmic substrate-binding protein (probable substrate zinc),0.217046043,0.732005079,0.883628721,0.602066587,0.743553672,0.9053999,0.600033396,0.473669424,0.088944658,0.636120936,188
HVO_A0608 [-] spurious ORF,0,1,0,1,0,1,0,1,0,1,189
HVO_A0606 [D4GRR5] major facilitator superfamily transport protein,-0.694764721,1,0.001112887,0.802226218,-0.476643913,0.92384203,0,1,0,1,190
HVO_A0601 [D4GRR1] (nosL2) NosL family protein,-0.963208327,0.725889177,1.195300305,0.645422612,0.728265967,0.871272101,1.74999214,0.429007255,2.958045209,0.000549208,191
HVO_A0594 [D4GRQ4] (glmS) glutamine--fructose-6-phosphate aminotransferase (isomerizing),0,1,0,1,0,1,0.053938364,1,2.427489506,0.714038663,192
HVO_A0591 [D4GRQ1] DICT domain protein,0.959006862,0.779942869,-0.317623696,0.749898124,-1.030118604,0.922231823,-0.278472173,0.485433448,0.167073898,0.55025315,193
HVO_A0587 [D4GRP7] receiver/sensor box protein,-0.825123207,0.704908749,-0.232169339,0.679292095,0.252199341,0.904118135,0.303239534,0.496160662,1.733289123,0.565983634,194
HVO_A0586 [D4GRP6] (graD3) sugar nucleotidyltransferase,1.15548952,0.576443304,-1.404130089,0.269088458,0.037758147,0.919214025,-1.930205144,0.008245639,-0.935239216,0.390257008,195
HVO_A0583 [D4GRP3] IclR family transcription regulator,0,1,0,1,0,1,-2.936467391,0.464234696,-2.43982982,0.550927632,196
HVO_A0582 [D4GRP2] PrpD family protein,0,1,0,1,0,1,0,1,0,1,197
HVO_A0581 [D4GRP1] PrpD family protein,-1.2595005,0.685066535,2.061782659,0.643856484,-0.047224013,0.907346499,3.253013683,0.362508808,2.368006902,0.506819381,198
HVO_A0580 [D4GRP0] (livF5) ABC-type transport system ATP-binding protein (probable substrate branched-chain amino acids),0,1,0,1,0,1,0,1,0,1,199
HVO_A0579 [D4GRN9] (livG5) ABC-type transport system ATP-binding protein (probable substrate branched-chain amino acids),0,1,0,1,0,1,11.55408687,1,2.851279188,0.612352217,200
HVO_A0576 [D4GRN6] (livJ5) ABC-type transport system periplasmic substrate-binding protein (probable substrate branched-chain amino acids),0.590545497,0.736198363,1.334526412,0.445434731,1.092194258,0.876501217,2.399885657,0.000375006,1.855204387,0.247058574,201
HVO_A0571 [D4GRN2] isochorismatase family protein,0,1,0,1,0,1,-3.170228916,0.000375006,-1.027235424,0.545518945,202
HVO_A0570 [D4GRN1] probable metal-dependent hydrolase,0,1,0,1,0,1,-0.746066192,0.440555972,-0.39879089,0.459975541,203
HVO_A0569 [D4GRN0] family 3 CoA transferase,0,1,0,1,0,1,0,1,0,1,204
HVO_A0565 [D4GRM6] major facilitator superfamily transport protein,-1.817069413,0.733845757,2.333063209,0.220063827,-0.402884739,0.89979627,4.280783343,0.000375006,4.237398824,0.37479104,205
HVO_A0562 [D4GRM3] (hutU) urocanate hydratase,1.614364127,0.001086455,-0.308761151,0.490202087,-0.074286946,0.933725803,-1.666835772,0.26821752,-0.795132605,0.62680884,206
HVO_A0561 [D4GRM2] (hutG) formimidoylglutamase,-0.59581165,0.021429452,-5.300515585,0.665054812,-1.151103955,0.889162069,-2.145851597,0.551706129,-0.158256763,0.774485013,207
HVO_A0560 [D4GRM1] (hutI) imidazolonepropionase,0,1,0,1,0,1,0,1,0,1,208
HVO_A0559 [D4GRM0] (hutH) histidine ammonia-lyase,-0.38958861,0.760110286,-0.725435622,0.58163575,-0.096064443,0.932217166,-0.045857956,0.446318629,-0.429079609,0.56465455,209
HVO_A0558 [D4GRL9] ABC-type transport system periplasmic substrate-binding protein,-2.821382301,0.023537417,0.130840726,0.616480022,-0.377619514,0.90813619,1.746279222,0.000375006,24.73368105,1,210
HVO_A0557 [D4GRL8] ABC-type transport system periplasmic substrate-binding protein,-1.601208272,0.690717439,1.611997034,0.122446907,0.164072744,0.911228012,2.608549561,0.045164228,2.083387967,0.48977072,211
HVO_A0554 [D4GRL5] major facilitator superfamily transport protein,-0.217958204,0.697156072,3.491931549,0.278959559,0.41566834,0.906664157,3.285273248,0.300577519,0.126857459,0.56032265,212
HVO_A0553 [D4GRL4] (cbiP) adenosylcobyrate synthase,0.714778864,0.730419721,1.608636081,0.314905725,1.268700996,0.847722517,0.818724739,0.471312705,0.146385537,0.580813639,213
HVO_A0551 [D4GRL3] (acs9) acyl-CoA synthetase,3.721170354,0.001086455,-0.230183501,0.739698155,-0.322562342,0.922231823,-1.36961568,0.000375006,-2.428549986,0.000549208,214
HVO_A0550 [D4GRL2] receiver/sensor box histidine kinase,0.668301375,0.698892951,-0.089030157,0.73189848,-0.214296142,0.915570753,-0.259296059,0.582652197,-0.2102475,0.64381212,215
HVO_A0548 [D4GRL0] DoxX domain protein,-2.016426961,0.514736071,1.401749986,0.268503439,0.233716204,0.913054562,3.053369241,0.003749897,2.442356143,0.06270663,216
HVO_A0547 [D4GRK9] DUF1028 family protein,0.439027246,0.732268619,-0.442800427,0.682498157,0.0110252,0.91230698,-0.307287304,0.496830212,0.952754687,0.539739923,217
HVO_A0541 [D4GRK3] ABC-type transport system periplasmic substrate-binding protein,-1.01791887,0.691601982,1.12882374,0.664452704,-0.359860286,0.906549938,1.017444083,0.441573477,1.036380656,0.555636251,218
HVO_A0538 [D4GRK0] (mntH2) NRAMP family transport protein (probable substrate divalent metal cation),-0.953794244,0.68145353,0.817210198,0.632758044,-0.095621381,0.895526346,3.017951747,0.000375006,1.761139728,0.548226957,219
HVO_A0537 [D4GRJ9] (hyuA1) N-methylhydantoinase (ATP-hydrolyzing) A,0,1,0,1,0,1,-3.108184579,1,0.07903561,1,220
HVO_A0535 [D4GRJ7] peptidase M24 family protein,0.152450355,0.712223254,1.759054035,0.538716352,2.434159033,0.821714661,0.994633433,0.485433448,0.950412975,0.542463625,221
HVO_A0527 [D4GRI9] IclR family transcription regulator,-0.418401787,0.743928713,8.614809175,1,11.3175203,1,0.996308262,0.434445837,1.057738163,0.036291517,222
HVO_A0525 [D4GRI7] (fadA5) enoyl-CoA hydratase,0.866083617,0.742140151,-0.720973081,0.704650003,-1.451429665,0.882514495,0.301179396,0.527847913,-0.735346276,0.596388901,223
HVO_A0524 [D4GRI6] (hbd4) 3-hydroxyacyl-CoA dehydrogenase,2.130646367,0.566935856,0.326611195,0.67281709,-0.231556545,0.903647626,-0.465244554,0.468280715,-0.162529285,0.562990678,224
HVO_A0523 [D4GRI5] UPF0219 family protein,0,1,0,1,0,1,-0.767787431,0.482747401,6.882797615,1,225
HVO_A0522 [D4GRI4] (acaB4) acetyl-CoA C-acyltransferase,0.382007526,0.715826329,0.079776081,0.707418295,-0.053703606,0.913373037,1.917439308,0.036614327,1.304662518,0.417085855,226
HVO_A0519 [D4GRI1] (maoC2) MaoC domain protein,0,1,0,1,0,1,0,1,0,1,227
HVO_A0512 [D4GRH4] (aldH4) aldehyde dehydrogenase,0,1,0,1,0,1,0,1,0,1,228
HVO_A0506 [D4GRG8] (boa8) HTH-10 family transcription regulator,0,1,0,1,0,1,0,1,0,1,229
HVO_A0505 [D4GRG7] (fadA4) enoyl-CoA hydratase,-0.575853636,0.719939759,-0.592258373,0.589344805,-0.549842936,0.919708067,1.111733566,0.441573477,0.54217569,0.56863645,230
HVO_A0504 [D4GRG6] conserved hypothetical protein,-0.874396149,0.74697364,0.555831128,0.026981496,-0.523748826,0.917005847,0.549003783,0.408208939,-0.696242373,0.321173313,231
HVO_A0501 [D4GRG4] homolog to S-adenosylmethionine-dependent methyltransferase,0,1,0,1,0,1,0,1,0,1,232
HVO_A0500 [D4GRG3] (mtfK1) FKBP-type peptidylprolyl isomerase,-1.198483987,0.731213284,-0.720122228,0.648229625,-0.321839457,0.89942705,0.074255521,0.448689226,1.406242605,0.511388088,233
HVO_A0499 [D4GRG2] conserved hypothetical protein,-2.047524872,0.71110741,0.214044108,0.614824068,-0.314561435,0.901500599,3.669788916,0.000375006,3.451896015,0.532211338,234
HVO_A0498 [D4GRG1] conserved hypothetical protein,1.866902036,0.544761005,-1.634301776,0.600364964,0.415097407,0.739085133,1.107000661,0.478042724,-0.235893322,0.595744872,235
HVO_A0496 [D4GRF9] UspA domain protein,0.534950461,0.72265625,-1.210296509,0.033391656,-0.108547571,0.943822618,-0.932901723,0.259028484,-0.138484961,0.645342913,236
HVO_A0495 [D4GRF8] (boa7) HTH-10 family transcription regulator,0,1,0,1,0,1,0,1,0,1,237
HVO_A0494 [D4GRF7] (tsgA6) ABC-type transport system periplasmic substrate-binding protein (probable substrate sugar),2.513786916,0.070350831,0.727609219,0.587951294,0.310431044,0.926337023,1.947303078,0.002250315,1.009520247,0.491917407,238
HVO_A0493 [D4GRF6] (tsgB6) ABC-type transport system permease protein (probable substrate sugar),-0.895284541,0.71110741,0.30516007,0.659609732,1.015762316,0.908472549,1.816023175,0.40239463,1.035515601,0.573591328,239
HVO_A0492 [D4GRF5] (tsgC6) ABC-type transport system permease protein (probable substrate sugar),0,1,0,1,0,1,4.503371129,0.000375006,1.894852589,0.503997636,240
HVO_A0491 [D4GRF4] (tsgD6) ABC-type transport system ATP-binding protein (probable substrate sugar),1.276321576,0.673505776,0.593364406,0.598315841,0.909755475,0.89793576,2.109061322,0.00075023,0.216944243,0.651137479,241
HVO_A0488 [D4GRF1] (cobA) cob(I)alamin adenosyltransferase,1.774463646,0.700046377,-0.695996579,0.625333093,0.173733767,0.90028635,-1.657544449,0.444624538,-1.42871515,0.004935985,242
"HVO_A0487 [D4GRF0] (cbiA) cobyrinate a,c-diamide synthase",1.045124878,0.468465404,0.593548732,0.659609732,0.661231602,0.834939284,0.207231767,0.569511504,0.748079845,0.441379344,243
HVO_A0486 [D4GRE9] (hypE1) HypE family protein,-1.260767603,0.720212331,-1.150123499,0.679292095,-0.024418253,0.918717117,-0.535324968,0.42151788,0.028668803,0.548226957,244
HVO_A0485 [D4GRE8] pyridoxal phosphate-dependent aminotransferase,1.243134922,0.683565297,-0.814497323,0.673705026,0.340022315,0.931451907,-1.764820872,0.081043215,0.064881623,0.62680884,245
HVO_A0481 [D4GRE6] (phoU4) PhoU domain protein,0,1,0,1,0,1,0,1,0,1,246
HVO_A0480 [D4GRE5] (pstB2) ABC-type transport system ATP-binding protein (probable substrate phosphate),0,1,0,1,0,1,0,1,0,1,247
HVO_A0477 [D4GRE2] (pstS2) ABC-type transport system periplasmic substrate-binding protein (probable substrate phosphate),0.03408396,0.751242088,0.284001681,0.680460342,0.705412655,0.911336497,-0.198422035,0.47333283,1.196394479,0.529115119,248
HVO_A0476 [D4GRE1] conserved hypothetical protein,-0.254953907,0.742652103,-2.253301278,0.501700914,-0.607313429,0.105241759,-2.38226465,0.43919892,-3.955190645,0.367979665,249
HVO_A0472 [D4GRD7] (trxB6) oxidoreductase (homolog to thioredoxin-disulfide reductase),0.251130688,0.795172181,0.197315046,0.753415458,0.456751547,0.89855995,0.109596674,0.54343732,1.609792441,0.006030268,250
HVO_A0466 [D4GRD1] conserved hypothetical protein,-2.488144582,0.220240573,-0.078687852,0.673409223,-0.212226413,0.921848419,1.264544005,0.362854237,0.966613461,0.556307093,251
HVO_A0465 [D4GRD0] TetR family transcription regulator,-3.672916172,0.639307591,7.672034504,1,-0.7145108,0.898435436,4.363908976,1,1.358859784,0.583426811,252
"HVO_A0463 [D4GRC8] (rnhA3) ribonuclease H, type 1",0,1,0,1,0,1,0.451440566,1,0.58244805,1,253
HVO_A0458 [D4GRC3] ParA domain protein,0.788759531,0.080121668,-3.241625215,0.00083036,-0.136546132,0.925972119,-3.510711759,0.007496662,-2.196017132,0.158200357,254
HVO_A0452 [D4GRB7] UspA domain protein,-0.247502264,0.728561165,-2.5730678,0.147027225,-0.596571064,0.910683614,-1.808809711,0.494151375,-2.065756429,0.578849179,255
HVO_A0451 [D4GRB6] DASS family transport protein,-1.406924692,0.385629517,2.190364495,0.00083036,-0.770685026,0.812110691,3.707796849,0.000375006,1.554244821,0.176898876,256
HVO_A0450 [-] UspA domain protein (nonfunctional),0,1,0,1,0,1,0,1,0,1,257
HVO_A0439 [D4GRA5] DUF2800 family protein,1.700715654,0.67993791,4.446538857,1,-0.842204119,0.89979627,3.626454649,1,-1.04287442,0.000549391,258
HVO_A0432 [D4GR98] conserved hypothetical protein,0,1,0,1,0,1,0,1,0,1,259
HVO_A0430 [D4GR95] DUF1611 family protein,0,1,0,1,0,1,0,1,0,1,260
HVO_A0429_A [D4GR94] homolog to dipeptide epimerase,-0.227412071,0.7354159,0.861731576,0.082175604,17.44320123,1,1.849105627,0.000375006,0.338916965,0.521159045,261
HVO_A0428 [D4GR92] (dppA9) ABC-type transport system periplasmic substrate-binding protein (probable substrate dipeptide/oligopeptide),-0.257295864,0.77579077,1.390777732,0.00083036,0.224198065,0.909363468,2.198652529,0.000375006,1.543028433,0.000549208,262
HVO_A0427 [D4GR91] (dppB9) ABC-type transport system permease protein (probable substrate dipeptide/oligopeptide),-1.277244014,0.724006844,0.077613276,0.641655843,1.236636884,0.910355385,1.972468922,0.477706476,0.820397683,0.583752968,263
HVO_A0426 [D4GR89] (dppD9) ABC-type transport system ATP-binding protein (probable substrate dipeptide/oligopeptide),1.116375135,0.601923603,1.117224565,0.590387584,0.01062028,0.906892168,0.012550086,0.575101325,0.14198076,0.628367171,264
