"Protein.ID","H26_vs_DksgA","H26_vs_DksgA_KsgA","H26_vs_DksgA_ksgA_E84A"
"249","HVO_A0546 [D4GRK8] probable oxidoreductase (short-chain dehydrogenase family)",-0.353614877,-0.595575701,-0.411828746
"250","HVO_A0545 [D4GRK7] TetR family transcription regulator",-0.068691624,1.117778424,1.041079187
"251","HVO_A0541 [D4GRK3] ABC-type transport system periplasmic substrate-binding protein",0.327270973,0.31066359,0.201464857
"252","HVO_A0527 [D4GRI9] IclR family transcription regulator",0.254866193,1.170914092,1.974110805
"253","HVO_A0525 [D4GRI7] (fadA5) enoyl-CoA hydratase",-0.124378688,-2.08129134,-2.606652176
"254","HVO_A0524 [D4GRI6] (hbd4) 3-hydroxyacyl-CoA dehydrogenase",0.529631125,-0.009438546,-0.346139877
"255","HVO_A0523 [D4GRI5] UPF0219 family protein",0.718292368,0.826539085,0.937696691
"256","HVO_A0522 [D4GRI4] (acaB4) acetyl-CoA C-acyltransferase",0.544200903,-2.432335696,-2.016352853
"257","HVO_A0512 [D4GRH4] (aldH4) aldehyde dehydrogenase",5.518120708,18.66902268,9.653838438
"258","HVO_A0506 [D4GRG8] (boa8) HTH-10 family transcription regulator",0.06326005,6.44098424,1.592714431
"259","HVO_A0505 [D4GRG7] (fadA4) enoyl-CoA hydratase",0.325462279,-1.143402726,-1.394354019
"260","HVO_A0503 [D4GRG5] amidohydrolase domain protein",0.188635775,-0.107956973,-0.252470469
"261","HVO_A0501 [D4GRG4] homolog to S-adenosylmethionine-dependent methyltransferase",-0.04583981,-1.54872853,-1.773661221
"262","HVO_A0500 [D4GRG3] (mtfK1) FKBP-type peptidylprolyl isomerase",-0.469039898,0.440183511,0.512526591
"263","HVO_A0499 [D4GRG2] conserved hypothetical protein",0.181588291,0.227474404,-0.296557795
"264","HVO_A0498 [D4GRG1] conserved hypothetical protein",-0.25723414,0.680676568,0.531325107
"265","HVO_A0496 [D4GRF9] UspA domain protein",0.246494638,-1.273730358,-1.316857862
"266","HVO_A0488 [D4GRF1] (cobA) cob(I)alamin adenosyltransferase",-0.911050876,0.627922345,0.385906542
"267","HVO_A0487 [D4GRF0] (cbiA) cobyrinate a,c-diamide synthase",0.0361521,-0.660139269,-0.585078289
"268","HVO_A0486 [D4GRE9] (hypE1) HypE family protein",-0.3977923,0.896965549,1.050118001
"269","HVO_A0485 [D4GRE8] pyridoxal phosphate-dependent aminotransferase",-0.072702494,0.558279677,0.85083887
"270","HVO_A0477 [D4GRE2] (pstS2) ABC-type transport system periplasmic substrate-binding protein (probable substrate phosphate)",-0.549116848,0.071398878,1.150219231
"271","HVO_A0476 [D4GRE1] conserved hypothetical protein",-0.477439446,1.436452221,1.183228704
"272","HVO_A0474 [D4GRD9] conserved hypothetical protein",-0.459329448,1.073187832,1.484454151
"273","HVO_A0472 [D4GRD7] (trxB6) oxidoreductase (homolog to thioredoxin-disulfide reductase)",-0.007206107,1.190988934,1.670512079
"274","HVO_A0470 [D4GRD5] glyoxalase domain protein",-0.254777725,1.073109055,1.048108142
"275","HVO_A0469 [D4GRD4] pirin domain protein",-0.465475091,0.66944953,0.609882287
"276","HVO_A0467 [D4GRD2] RND superfamily permease",0,0,0
"277","HVO_A0466 [D4GRD1] conserved hypothetical protein",1.097658762,1.726334374,1.943717987
"278","HVO_A0465 [D4GRD0] TetR family transcription regulator",-0.109489474,1.033904251,0.795654634
"279","HVO_A0463 [D4GRC8] (rnhA3) ribonuclease H, type 1",0.537549022,0.389526064,0.667862278
"280","HVO_A0459 [D4GRC4] conserved hypothetical protein",0.218819293,0.802336235,0.716841906
"281","HVO_A0458 [D4GRC3] ParA domain protein",0.547238688,-0.060520935,0.043510894
"282","HVO_A0453 [D4GRB8] conserved hypothetical protein",-0.012640169,-0.330734177,-0.40653875
"283","HVO_A0452 [D4GRB7] UspA domain protein",0.717659015,0.118262641,-0.055452852
"284","HVO_A0451 [D4GRB6] DASS family transport protein",1.094285028,0.505059046,0.740853775
"285","HVO_A0444 [D4GRB0] conserved hypothetical protein",-0.412915927,1.042018412,0.936388706
"286","HVO_A0443 [D4GRA9] conserved hypothetical protein",-0.043379795,-0.084701835,-0.382564245
"287","HVO_A0441 [D4GRA7] (rad25a) DNA repair helicase Rad25",0.176886858,1.653795458,1.633174881
"288","HVO_A0440 [D4GRA6] DUF790 family protein",0,0,0
"289","HVO_A0439 [D4GRA5] DUF2800 family protein",0.310292675,1.179390628,1.260898657
"290","HVO_A0438 [D4GRA4] conserved hypothetical protein",-0.417671239,4.458795798,11.03698074
"291","HVO_A0437 [D4GRA3] conserved hypothetical protein",-0.272445245,1.354923177,1.244089073
"292","HVO_A0432 [D4GR98] conserved hypothetical protein",1.153148002,-0.247622209,0.129165381
"293","HVO_A0430 [D4GR95] DUF1611 family protein",2.089952206,-0.640634881,-1.022024949
"294","HVO_A0429_A [D4GR94] homolog to dipeptide epimerase",1.420590131,-0.633131237,-0.406806349
"295","HVO_A0428 [D4GR92] (dppA9) ABC-type transport system periplasmic substrate-binding protein (probable substrate dipeptide/oligopeptide)",0.878015708,-0.45558815,-0.163315075
"296","HVO_A0426 [D4GR89] (dppD9) ABC-type transport system ATP-binding protein (probable substrate dipeptide/oligopeptide)",0.392616332,-0.81456608,-0.699049069
"297","HVO_A0425 [D4GR88] (dppF9) ABC-type transport system ATP-binding protein (probable substrate dipeptide/oligopeptide)",1.191621818,0.175687173,0.988490815
"298","HVO_A0424 [D4GR87] (boa6) HTH-10 family transcription regulator",0.146735336,0.633803226,-0.17712552
"299","HVO_A0419 [D4GR83] HTH domain protein",0.707066796,-0.05293133,0.203141637
"300","HVO_A0406 [D4GR72] conserved hypothetical protein<|>HVO_A0432 [D4GR98] conserved hypothetical protein",0.924662077,-1.275497887,-1.322298448
"301","HVO_A0406 [D4GR72] conserved hypothetical protein",1.118552395,-1.206263789,-0.831156969
"302","HVO_A0403 [D4GR69] ISHwa16-type transposase ISHvo16",-0.136021603,1.660854192,1.653030445
"303","HVO_A0401 [D4GR67] Fido domain protein",-0.218120191,-0.668807105,-0.651244274
"304","HVO_A0395 [D4GR61] conserved hypothetical protein",0.626833031,0.044382202,0.377425868
"305","HVO_A0394 [D4GR60] HTH domain protein",0.197342875,1.352185389,1.469337618
"306","HVO_A0393 [D4GR59] conserved hypothetical protein",-0.451157209,0.074205583,-0.432716521
"307","HVO_A0388 [D4GR56] Lrp/AsnC family transcription regulator",-0.01338887,0.366514301,0.219032105
"308","HVO_A0385 [D4GR53] (hyuA3) N-methylhydantoinase (ATP-hydrolyzing) A",0.045825912,-0.798098895,-0.423127393
"309","HVO_A0380 [D4GR48] (dppA8) ABC-type transport system periplasmic substrate-binding protein (probable substrate dipeptide/oligopeptide)",1.479908449,-1.441560578,-2.12967175
"310","HVO_A0379 [D4GR47] (hyuA2) N-methylhydantoinase (ATP-hydrolyzing) A",0.76149544,-2.044039405,-1.99311076
"311","HVO_A0378 [D4GR46] (hyuB2) N-methylhydantoinase (ATP-hydrolyzing) B",0.872574221,-1.991953341,-2.249630427
"312","HVO_A0377 [D4GR45] (hyuE) hydantoin racemase",0.018657865,-1.262129273,-1.402494266
"313","HVO_A0376 [D4GR44] (pepQ2) probable Xaa-Pro dipeptidase",-0.265132936,-0.07812935,-0.136705747
"314","HVO_A0369 [D4GR38] CopG domain protein",-0.42881986,0.632794719,0.90938157
"315","HVO_A0350 [D4GR24] conserved hypothetical protein",-0.076026022,2.644383132,2.199242544
"316","HVO_A0346 [D4GR21] XerC/D-like integrase",-0.235839905,-1.262521781,-1.727054173
"317","HVO_A0341 [D4GR18] (amaB3) amidase (hydantoinase/carbamoylase family)",-0.36568093,0.032384773,0.562524765
"318","HVO_A0339 [D4GR16] (dppA7) ABC-type transport system periplasmic substrate-binding protein (probable substrate dipeptide/oligopeptide)",-0.080427976,-0.307424094,-0.279454763
"319","HVO_A0336 [D4GR13] (dppDF7) ABC-type transport system ATP-binding protein (probable substrate dipeptide/oligopeptide)",0.523678134,0.573634901,0.274962561
"320","HVO_A0335 [D4GR12] DUF1028 family protein",-0.714407416,-0.511863344,-0.341679812
"321","HVO_A0332 [D4GR09] IclR family transcription regulator",0.453242041,-0.924571123,-1.380196684
"322","HVO_A0331 [D4GR08] (dgoD1) D-galactonate dehydratase",-0.117932095,0.450779836,1.025676478
"323","HVO_A0329 [D4GR06] (kdgA3) 2-dehydro-3-deoxy-phosphogluconate aldolase, bacterial-type",-0.940125282,1.08476532,1.13282785
"324","HVO_A0328 [D4GR05] (kdgK2) 2-keto-3-deoxygalactonate kinase",-0.217385255,-0.273582743,0.069715947
"325","HVO_A0307 [D4GQY5] Lrp/AsnC family transcription regulator",-0.201704018,0.550953252,0.60568567
"326","HVO_A0305 [D4GQY3] (mmsA) methylmalonate-semialdehyde dehydrogenase",-0.437487578,-1.147617196,-0.920679716
"327","HVO_A0303 [D4GQY1] (pucH2) probable allantoinase",0.914049804,1.210891008,1.356803446
"328","HVO_A0302 [D4GQY0] (ansB) asparaginase/glutaminase family protein",-1.460808636,0.808889777,0.545391276
"329","HVO_A0296 [D4GQX4] probable oxidoreductase (short-chain dehydrogenase family)",0.189015913,0.056058169,0.335396648
"330","HVO_A0290 [D4GQW7] (kdgA2) 2-dehydro-3-deoxy-phosphogluconate aldolase, bacterial-type",-0.005505056,0.954878876,0.757325718
"331","HVO_A0289 [D4GQW6] (ridA4) enamine/imine deaminase",0.04843435,-0.148655197,-0.658532585
"332","HVO_A0288 [D4GQW5] probable oxidoreductase (short-chain dehydrogenase family)",0.003498143,-1.559541534,-1.159501285
"333","HVO_A0287 [D4GQW4] homolog to mandelate racemase / homolog to muconate lactonizing enzyme",0.296768447,-1.827284027,0.490180373
"334","HVO_A0284 [D4GQW1] (tsgB5) ABC-type transport system permease protein (probable substrate sugar)",0.278767035,4.15305468,4.398808902
"335","HVO_A0283 [D4GQW0] (tsgA5) ABC-type transport system periplasmic substrate-binding protein (probable substrate sugar)",0.528520758,-2.22162491,-2.115684899
"336","HVO_A0280 [D4GQV7] IclR family transcription regulator",-0.169993888,-2.017911594,-1.649627695
"337","HVO_A0279_A [D4GQV6] (tfs3) transcription elongation factor TFS",0.534122991,1.76551466,1.469530277
"338","HVO_A0278 [D4GQV4] (sfsA) SfsA family DNA-binding protein",0.033685268,-0.51351106,-0.772051961
"339","HVO_A0276 [D4GQV3] FGGY family carbohydrate kinase",2.222342382,0.976280857,0.859696243
"340","HVO_A0275 [D4GQV2] conserved hypothetical protein",2.348856859,5.720400266,4.013331912
"341","HVO_A0274 [D4GQV1] (suhB2) probable inositol-1(or 4)-monophosphatase / fructose-1,6-bisphosphatase, archaeal-type",0.136362559,-0.390460847,-0.333065965
"342","HVO_A0273 [D4GQV0] ThuA family protein",0.244577634,-3.101102543,-2.867529905
"343","HVO_A0272 [D4GQU9] DUF336 family protein",1.122589881,-3.199932354,-2.969418568
"344","HVO_A0270 [D4GQU7] (glpB2) glycerol-3-phosphate dehydrogenase subunit B",0.485279193,1.987083041,1.891976989
"345","HVO_A0269 [D4GQU6] (glpA2) glycerol-3-phosphate dehydrogenase subunit A",0,0,0
"346","HVO_A0268 [D4GQU5] class II aldolase (homolog to L-fuculose-phosphate aldolase)",1.075003003,-3.354915607,-3.105116599
"347","HVO_A0267 [D4GQU4] (dgoD2) D-galactonate dehydratase<|>HVO_A0331 [D4GR08] (dgoD1) D-galactonate dehydratase",-0.29848213,0.247491633,0.655598453
"348","HVO_A0267 [D4GQU4] (dgoD2) D-galactonate dehydratase",0.405214614,-0.891539139,-1.22513044
"349","HVO_A0266 [D4GQU3] IclR family transcription regulator",0.410815238,-1.68322007,-1.926338497
"350","HVO_A0257 [D4GQT6] (orc7) Orc1-type DNA replication protein",0.263945521,-1.492166008,-1.435061706
"351","HVO_A0256 [D4GQT5] conserved hypothetical protein",0.368663949,0.894952994,0.612494708
"352","HVO_A0254_A [D4GQT4] small CPxCG-related zinc finger protein<|>HVO_A0457_A [D4GRC2] small CPxCG-related zinc finger protein",-1.17833728,0.329291049,-0.426113586
"353","HVO_A0254 [D4GQT3] DUF234 domain protein",0.071698528,-1.514980813,-1.053089642
"354","HVO_A0253 [D4GQT2] HTH domain protein",-0.602368581,0.946078628,0.796777432
"355","HVO_A0251 [D4GQT0] HTH domain protein",-0.034467212,1.688563163,1.661283822
"356","HVO_A0245 [D4GQS4] HTH domain protein",-0.246331546,1.280937635,1.148955739
"357","HVO_A0244 [D4GQS3] death-on-curing family protein",0.771132485,1.168977976,1.557866333
"358","HVO_A0243 [D4GQS2] conserved hypothetical protein",-0.575559752,0.129551918,-0.522276799
"359","HVO_A0242 [D4GQS1] conserved hypothetical protein",0.86753015,-0.984934118,-0.18902067
"360","HVO_A0239 [-] spurious ORF",0,0,0
"361","HVO_A0236 [D4GQR5] hypothetical protein",0.31729438,0.348486172,0.475167909
"362","HVO_A0235 [D4GQR4] hypothetical protein",-0.286030148,0.347948501,0.745227366
"363","HVO_A0230 [D4GQQ9] (msrA1) peptide methionine sulfoxide reductase MsrA (S-form specific)",-0.552021996,1.243157613,1.17496758
"364","HVO_A0229 [D4GQQ8] CBS domain protein",0.117469901,0.40713955,0.364354543
"365","HVO_A0228 [D4GQQ7] (surE2) 5'-nucleotidase SurE",0.072445404,0.091271763,0.069004867
"366","HVO_A0209 [D4GQN8] (cas3) CRISPR-associated nuclease/helicase Cas3",0,0,0
"367","HVO_A0208 [D4GQN7] (cas5) CRISPR-associated protein Cas5, Hmari subtype",0.676329054,-2.099516641,-1.025887313
"368","HVO_A0207 [D4GQN6] (cas7) CRISPR-associated protein Cas7",0.263569452,-1.346839959,-0.690088563
"369","HVO_A0206 [D4GQN5] (cas8b) CRISPR-associated protein Cas8b",0.583808706,-0.657871317,-0.136155405
"370","HVO_A0205 [D4GQN4] (cas6) CRISPR-associated endoribonuclease Cas6",0.761232729,-1.458705348,-0.553583469
"371","HVO_A0189 [D4GQL8] conserved hypothetical protein",-0.409431745,1.16706069,1.139803668
"372","HVO_A0188 [D4GQL7] homolog to endonuclease VapC",0.365534782,0.273097774,0.25873201
"373","HVO_A0182 [D4GQL1] conserved hypothetical protein",-0.385538365,0.321625498,0.030823902
"374","HVO_A0181 [D4GQL0] conserved hypothetical protein",0.512472674,1.882520599,1.825239663
"375","HVO_A0180 [D4GQK9] (sph1) Smc-like protein Sph1",-0.094973409,0.840960373,0.839468058
"376","HVO_A0179 [D4GQK8] conserved hypothetical protein",0.011175908,0.121522065,0.081995034
"377","HVO_A0178 [D4GQK7] (atpD2) A-type ATP synthase subunit D",0,0,0
"378","HVO_A0175 [D4GQK4] (cat3) transport protein (probable substrate cationic amino acids)",12.1227791,-0.461958911,8.001381172
"379","HVO_A0170 [D4GQJ9] conserved hypothetical protein",3.348211154,1.558021403,1.603577139
"380","HVO_A0167 [D4GQJ6] small CPxCG-related zinc finger protein",-0.516631705,-1.599246883,-2.822965706
"381","HVO_A0164 [D4GQJ3] conserved hypothetical protein",0.376320066,8.452624327,5.523788012
"382","HVO_A0162 [D4GQJ1] MATE efflux family protein",1.28710776,0.315592828,0.666180467
"383","HVO_A0161 [D4GQJ0] TetR family transcription regulator",-0.4307591,0.807619745,0.637434005
"384","HVO_A0160 [D4GQI9] sensor box histidine kinase",0,0,0
"385","HVO_A0159 [D4GQI8] (aspC4) pyridoxal phosphate-dependent aminotransferase",0.377372269,-1.1338789,-0.844788889
"386","HVO_A0158 [D4GQI7] (acs8) acyl-CoA synthetase",0.719772432,-0.621362156,-0.577854098
"387","HVO_A0157 [D4GQI6] (boa4) integrase family protein / bat box HTH-10 family transcription regulator",0.717024138,-1.33925792,-1.051139296
"388","HVO_A0156 [D4GQI5] (acs7) acyl-CoA synthetase",-0.279292796,2.263524894,2.284250453
"389","HVO_A0153 [D4GQI2] UspA domain protein",0.306122329,0.734902144,-0.49860825
"390","HVO_A0150 [D4GQH9] (trmB1) TrmB family transcription regulator",0.636778379,-0.727531188,-0.627310255
"391","HVO_A0140 [D4GQG9] HD family hydrolase",-0.562142642,0.795730969,1.119830687
"392","HVO_A0135 [D4GQG4] HTH domain protein",-0.286168549,0.544147208,0.769595454
"393","HVO_A0133 [D4GQG3] conserved hypothetical protein",-0.342582166,-1.324176862,-0.36259457
"394","HVO_A0130 [D4GQG1] conserved hypothetical protein",0.394842107,0.757173868,1.406944592
"395","HVO_A0129 [D4GQG0] conserved hypothetical protein",0.218396029,1.754649285,1.9854463
"396","HVO_A0126 [D4GQF7] XerC/D-like integrase",1.452282119,1.777705115,1.465327768
"397","HVO_A0121 [D4GQF3] HTH-10 family transcription regulator_NumberOfIdenticalSequences_2",0.257234445,-0.576426542,-0.279201424
"398","HVO_A0119 [D4GQF1] cyclase family protein<|>HVO_A0415 [D4GR79] cyclase family protein",-0.462888549,-2.347198959,-2.033336278
"399","HVO_A0118 [D4GQF0] PadR family transcription regulator_NumberOfIdenticalSequences_2",-0.604918052,-0.74113431,-0.72077374
"400","HVO_A0115 [D4GQE7] conserved hypothetical protein<|>HVO_A0417 [D4GR81] conserved hypothetical protein",-0.868890029,1.34063687,1.303425391
"401","HVO_A0114 [D4GQE6] HTH domain protein_NumberOfIdenticalSequences_2",-1.08592737,0.37210085,0.427491511
"402","HVO_A0101 [D4GQD3] conserved hypothetical protein<|>HVO_A0138 [D4GQG7] conserved hypothetical protein",-2.040301149,1.150309414,1.536117717
"403","HVO_A0097 [D4GQC9] (hbd2) 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase",-0.539727013,-0.723801687,-0.582294332
"404","HVO_A0095 [D4GQC7] amidohydrolase domain protein",3.396622124,5.80082675,9.114368248
"405","HVO_A0092 [D4GQC4] (acd6) acyl-CoA dehydrogenase",1.763254925,0.195397124,2.51442703
"406","HVO_A0087 [D4GQB9] fumarylacetoacetase family protein",-4.31723775,0.89164671,-4.13967497
"407","HVO_A0084 [D4GQB6] amidohydrolase domain protein",1.111163422,1.198717034,1.435379121
"408","HVO_A0083 [D4GQB5] Rieske-type iron-sulfur protein (2Fe-2S)",6.722939437,4.974864346,4.890148835
"409","HVO_A0082 [D4GQB4] IclR family transcription regulator",3.536484868,3.234578145,2.883695082
"410","HVO_A0064 [D4GQ96] (orc13) Orc1-type DNA replication protein",-0.575645202,0.415501207,0.49016138
"411","HVO_A0049 [D4GQ81] DUF21/CBS domain protein",1.474804508,1.068652007,0.901674429
"412","HVO_A0048 [D4GQ80] conserved hypothetical protein",0.751013867,0.275272422,0.293192807
"413","HVO_A0047 [D4GQ79] UspA domain protein",-6.286509345,-5.255254899,-6.016393001
"414","HVO_A0045 [D4GQ77] (htpX3) HtpX-like protease",2.566057511,4.83292498,2.741999642
"415","HVO_A0027 [D4GQ59] HTH domain protein<|>HVO_A0397 [D4GR63] HTH domain protein",-2.24634985,-0.152840234,-1.035312345
"416","HVO_A0027 [D4GQ59] HTH domain protein",0,0,0
"417","HVO_A0021 [D4GQ53] conserved hypothetical protein",-3.61059195,-2.570486193,-3.965539254
"418","HVO_A0013 [D4GQ45] conserved hypothetical protein",-0.509056633,-0.33032527,-0.82981363
"419","HVO_A0012 [D4GQ44] hypothetical protein",-0.038220691,0.340887754,0.224498021
"420","HVO_A0011 [D4GQ43] ArsR family transcription regulator<|>HVO_A0436 [D4GRA2] ArsR family transcription regulator",0,0,0
"421","HVO_A0010 [D4GQ42] DUF2204 family protein<|>HVO_A0435 [D4GRA1] DUF2204 family protein",0.214247964,0.361653978,0.605924057
"422","HVO_A0010 [D4GQ42] DUF2204 family protein",-0.386142725,0.247659112,0.171898229
"423","HVO_A0009 [D4GQ41] probable S-adenosylmethionine-dependent methyltransferase<|>HVO_A0434 [D4GRA0] probable S-adenosylmethionine-dependent methyltransferase (nonfunctional)",0,0,0
"424","HVO_A0009 [D4GQ41] probable S-adenosylmethionine-dependent methyltransferase",0.264948795,2.226291449,-0.306506199
"425","HVO_A0006 [D4GQ38] adenine specific DNA methyltransferase (nonfunctional)",6.089870221,4.125133358,9.092218161
"426","HVO_A0005 [D4GQ37] integrase family protein",-0.274926486,0.480418249,0.484629493
"427","HVO_A0003 [D4GQ36] (parA3) ParA domain protein",0.245558182,-0.263372125,-0.122277944
"428","HVO_A0002 [D4GQ35] conserved hypothetical protein",-0.276734703,1.053589554,0.971889444
"429","HVO_A0001 [D4GQ34] (orc3) Orc1-type DNA replication protein",0.427757846,-1.041256385,-0.636917414
"430","HVO_3014 [D4GYC9] (oapA) origin-associated GTP-binding protein OapA",0.279449354,-0.266480279,-0.763561102
"431","HVO_3013 [D4GYC7] (oapB) origin-associated protein OapB",-0.060430672,1.182535262,0.81588
