"Protein.ID","H53_EL_RM_vs_H53_LL_RM","X2174_EL_RM_vs_2174_LL_RM","X2176_EL_RM_vs_2176_LL_RM","H53_EL_RM_vs_2174_EL_RM","X2176_LL_RM_vs_H53_LL_RM","H53_EL_RM_vs_H53_EL_CM","X2176_EL_RM_vs_2176_EL_CM","H53_EL_RM_vs_2176_EL_RM","H53_EL_CM_vs_2176_EL_CM","H53_LL_RM_vs_H53_EL_CM","H26_Exponential_vs_H26_Stationary","H26_Exponential_vs_HVABI_Exponential","H26_Exponential_vs_HVLON3_Exponential","H26_Stationary_vs_HVABI_Stationary","H26_Stationary_vs_HVLON3_Stationary","H26_vs_DksgA","H26_vs_DksgA_KsgA","H26_vs_DksgA_ksgA_E84A"
"HVO_0102 [D4GYU8] (htpX1) HtpX-like protease",-0.126821273,-0.344693961,-0.132646366,0.213554462,-0.042278188,0.083126236,0.193919422,0.068676485,0.137030323,0.209818781,-1.68815070009579,0.743169925410594,-0.279615327462569,1.12386892192303,-0.0695484783386039,0.35132617,0.238415716,-0.017188828
"HVO_0103 [D4GYU9] conserved hypothetical protein",0.821579883,0.377752602,0.827718587,0.156415002,0.028672078,0.226401896,0.109619811,-0.073205152,-0.12099152,-0.555046923,-1.04104277117902,-0.119816200157621,-0.959704546551589,0.556926294883578,0.764490097982446,0.710481814,-1.969765468,-1.945357491
"HVO_0104 [Q48328] (radA) DNA repair and recombination protein RadA",-0.458110243,-0.547938208,-0.456317254,0.040398867,0.10565003,0.006578481,-0.012806898,-0.086577582,-0.143659568,0.493149624,-0.158429890127908,-0.496402981650147,-0.236317128830067,-0.948334586596093,-0.615918652008568,-0.374455329,0.921368335,1.012890381
"HVO_0105 [D4GYV1] FAD-dependent oxidoreductase",0.219371468,0.824849979,1.515276336,-0.461663019,-0.442027532,-0.063110363,0.21604046,-0.533789194,-0.17894908,-0.554793905,-0.826703145756167,2.51480562342497,-0.0758427510536649,2.41437130056475,1.53539214790933,-0.334077281,-0.776231378,1.385378768
"HVO_0106 [D4GYV2] DUF1641 domain protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.40661077539481,7.31368789722033,-3.36352009946479,0,0,-0.753709965,2.144474568,1.177742214
"HVO_0107 [D4GYV3] (iscU) iron-sulfur cluster assembly protein",-0.323631681,-0.029131471,0.026587279,-0.464533079,0.349407404,-0.619800453,0.053458438,-0.748927161,0.058822,-0.337096143,NA,NA,NA,NA,NA,-0.88484508,1.397943372,0.940225039
"HVO_0108 [D4GYV4] (mscS8) mechanosensitive channel protein MscS",0.504874247,1.11217673,0.345597298,-0.069393652,-0.23849634,0.518932762,0.207826037,0.379101425,0.024660814,0.220660571,-1.70261375311233,-0.430366294424834,0.0384720242457147,2.97303333233127,7.50576059096156,-0.28962493,-0.784055195,2.653217577
"HVO_0109 [D4GYV5] (sufS1) cysteine desulfurase",-0.521110264,-0.591953819,-0.585845606,0.054676521,0.014465384,-0.03642575,-0.285665006,0.083663178,-0.09321813,0.450652156,0.0559935005976067,-0.734278537379033,-0.363471832804273,-0.840569526214359,-0.376522918939725,0.111206648,-0.761406052,-0.944271362
"HVO_0110 [D4GYV6] sensor box histidine kinase",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0.037488994,-0.83329587,-0.605066227
"HVO_0112 [D4GYV8] tetratricopeptide repeat protein",0.118244367,0.920063676,0.922679728,-0.553528309,0.160618712,-0.009594669,0.489643745,-0.392889487,-0.083998286,-0.30432846,NA,NA,NA,NA,NA,-0.618134946,1.314442592,0.876898346
"HVO_0113 [D4GYV9] probable phosphatase (histidine phosphatase family protein)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.101267485,-0.48766611,-0.435886637
"HVO_0114 [D4GYW0] (thpR) RNA 2',3'-cyclic 3'-phosphodiesterase",1.481733189,1.097013055,1.249408569,-0.069733223,0.411837279,-0.157292544,0.029014986,-0.10384779,0.163584411,-1.496459181,NA,NA,NA,NA,NA,-0.117323601,0.419539548,0.180161993
"HVO_0115 [D4GYW1] (rpl39e) 50S ribosomal protein L39e",-1.125689536,-1.451126548,-1.384177717,0.286716775,-0.165159542,0.216437748,-0.058437398,0.480027465,0.202661883,1.320326404,-0.916153567837319,1.2872041587941,0.557685987877677,2.32536623123075,0.639245455187692,0.149961474,0.028537088,0.263790272
"HVO_0116 [D4GYW2] (rpl31e) 50S ribosomal protein L31e",-1.758490427,-1.151923033,-1.262565821,-0.268080934,-0.13553103,-0.398067475,-0.059428429,-0.415178611,-0.024642679,1.299940328,-1.26623619067187,-0.802723412618799,0.32950657010881,0.280038576773272,1.27779564205531,-0.269908076,0.718048343,0.578952596
"HVO_0117 [D4GYW3] (tif6) translation initiation factor aIF-6",-0.526714691,-0.321340937,-0.708543438,-0.150009214,0.169417119,-0.094276068,-0.310770118,0.06274887,-0.1746471,0.504192471,-1.10251464504291,0.766215522052352,-0.0560457203144008,1.77064788512998,1.55620841007252,0.632095136,-0.58591663,-0.227610126
"HVO_0118 [D4GYW4] (rpl20e) 50S ribosomal protein L20e",-0.782801728,-0.594441579,-0.649998267,0.066478616,-0.287633649,0.080283094,-0.072447008,0.10818906,-0.07117792,0.850701521,0.106152691154934,-0.183334120636962,-0.258105938855846,-0.756156916902987,-0.447402666742812,-0.272419157,0.470163709,0.140856074
"HVO_0119 [D4GYW5] (pfdA) prefoldin alpha subunit",-1.204546073,0.168685004,0,-0.580152343,-0.069578897,-0.932175654,0,-1.103231406,4.582559803,-0.726226124,16.9511788709279,-0.717825913123202,1.24371501181095,0,0,-0.537629215,1.080542371,1.033988261
"HVO_0120 [D4GYW6] (ftsY) signal recognition particle receptor FtsY",-0.122442332,-0.275402814,-0.120896864,0.280049317,0.000142885,-0.020838981,-0.002398243,0.124464723,0.13957541,0.084338495,-0.765689027332399,0.0941778804758907,-0.312849464952181,0.7121051625237,0.645012934291943,-0.620798648,1.195344772,0.78867685
"HVO_0122 [D4GYW8] (serA1) probable D-2-hydroxyacid dehydrogenase",1.123372136,1.175340666,1.146212836,-0.167500539,0.083344608,0.165771979,0.057324096,-0.004575554,-0.134672781,-0.982088048,1.23252002068157,-0.0435896858820176,0.380840836496598,-0.504547109712253,0.187057971130021,0.530138482,-0.843716257,-0.676110239
"HVO_0123 [Q977V2] (srp54) signal recognition particle 54K protein",0.017726828,-0.276110356,-0.081138553,0.141276401,-0.090022244,0.139364805,0.117552265,0.130086587,0.067093715,0.136073697,0.341458882420746,-0.171643280982945,0.378872518076051,-0.238433707252918,-0.0494897251808991,0.267628568,0.752850678,0.734718379
"HVO_0124 [D4GYX0] MgtE family transport protein",0.480699767,0.45024769,0.305692052,0.173281647,-0.476607822,0.491606265,-0.905968266,0.558064936,-0.740277698,-0.044043285,6.77958036014137,3.16677079255873,1.82214820510034,-4.71128004794484,-1.41232052436895,NA,NA,NA
"HVO_0126 [D4GYX2] conserved hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.202079118602482,2.25866326326713,1.38818741322638,2.9783411620562,-1.29378348164488,NA,NA,NA
"HVO_0127 [D4GYX3] UPF0201 family protein",-0.920375863,0.195814936,0.064799914,-1.085163818,0.276678158,-1.036690391,-0.26987671,-1.440208759,-0.515421882,-0.114200221,NA,NA,NA,NA,NA,0.080591122,0.846607419,0.868487519
"HVO_0128 [D4GYX4] UPF0200 family protein",-0.153688477,0.680499028,0.442473214,-0.682676932,0.011269579,-0.141742183,0.146371189,-0.54017833,-0.029242556,-0.12285569,NA,NA,NA,NA,NA,-0.577400832,1.316311145,1.221561069
"HVO_0129 [D4GYX5] DUF307 family protein",0.693016169,0.856327531,0.900550745,-0.486951912,0.183655879,0.035993613,0.399360983,-0.394105924,-0.07581655,-0.653592401,-1.61475277644603,1.82543721957764,0.12002452134851,3.63896009432567,1.95467887019667,NA,NA,NA
"HVO_0133 [O30561] (ths1) thermosome subunit 1",-0.207757399,-0.235044585,-0.154084002,-0.025814089,0.203170684,0.078429768,0.199951797,-0.178674855,0.036499907,0.378638843,-0.560983158285844,0.832387060902736,0.583498880195563,1.58300695616772,1.27062200832739,-0.250643436,1.379121682,1.50019836
"HVO_0133 [O30561] (ths1) thermosome subunit 1<|>HVO_0455 [O30560] (ths2) thermosome subunit 2<|>HVO_0778 [Q9HHA2] (ths3) thermosome subunit 3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.671332009208401,-4.65539334051901,0.987214369139431,-3.53982869973375,1.63736279435723,NA,NA,NA
"HVO_0133 [O30561] (ths1) thermosome subunit 1<|>HVO_0778 [Q9HHA2] (ths3) thermosome subunit 3",0.017749917,-0.009994194,-0.364039986,0.015352573,0.222617472,0.367237588,0.266832917,0.178636925,0.025528794,0.343480623,-0.0323816074546748,0.250220727294189,0.106456726211886,0.315961736819309,0.0746845844246394,-0.030378488,1.207129148,1.046740051
"HVO_0134 [D4GYY0] (dim2) probable ribosome biogenesis protein Dim2",-1.54007554,-1.483897416,-1.281502707,-0.410648894,0.144070433,-0.981202477,-0.435421289,-0.53477485,0.124442135,0.736640661,-0.398049777033085,0.994861225129357,1.15629216734335,0.821521608664687,1.86057601124978,0.285634349,1.384051662,1.290234001
"HVO_0135 [D4GYY1] (rio1) RIO-type serine/threonine protein kinase Rio1",0.413762705,0.550988283,0.399148612,-0.079673851,0.011278427,-0.218344816,-0.130904288,-0.039188735,0.165709034,-0.640842309,0.873161330520568,-0.843633488156318,-0.102254332475961,-1.7712811798376,-1.12150124402704,0.38242237,1.068792275,0.890518392
"HVO_0136 [D4GZ79] (tif1A1) translation initiation factor aIF-1A",-0.055202952,0.042866246,0.101289032,-0.3326547,0.048478056,-0.41462394,-0.216322254,-0.27161577,-0.072834258,-0.409625946,NA,NA,NA,NA,NA,-1.207195237,1.837216218,1.265837731
"HVO_0138 [D4GZ82] (tyrS) tyrosine--tRNA ligase",-0.67294621,-0.25214466,-0.134293841,-0.556577933,0.175491633,-0.640891781,-0.156745842,-0.665824251,-0.126278859,0.111020074,0.868104697382793,0.0879171736306285,-0.17295089693051,-1.39522610161264,-1.0242897860892,-0.257582876,0.70566672,0.42030717
"HVO_0140 [D4GZ84] DUF460 domain protein",0.283940018,0.054827734,0.469174619,0.086805797,-0.099495027,-0.054382649,-0.041972195,-0.078261718,-0.126009195,-0.297690546,NA,NA,NA,NA,NA,0.519024493,-0.313942,-0.269412326
"HVO_0142 [D4GZ86] small CPxCG-related zinc finger protein<|>HVO_0725 [D4GT91] probable oxidoreductase (short-chain dehydrogenase family)<|>HVO_1675 [D4GZN9] (corA) magnesium transport protein CorA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0641777651525608,3.83446729669668,1.1208417395808,-1.16707874873327,-1.87843901034033,NA,NA,NA
"HVO_0143 [D4GZ87] (phzF2) PhzF family protein",-1.268605705,-1.200328443,-1.130513184,0.454586909,-0.264451777,0.48076023,0.515209339,0.023914101,0.093004029,1.958829828,NA,NA,NA,NA,NA,-0.339613317,-2.451186708,-1.856221532
"HVO_0144 [D4GZ88] (rnz) ribonuclease Z",-0.428726573,-0.589453996,-0.57509296,0.071416986,0.128840679,-0.035249475,0.018656439,0.05832162,0.137870009,0.376213852,0,0,0,0,0,0.139459697,-0.694540394,-0.810671243
"HVO_0145 [D4GZ89] (rfcC) replication factor C small subunit",-0.154714518,-0.549630438,-0.026189592,0.13535004,-0.140926444,-0.017465109,0.042818585,0.07255247,0.158412446,0.014488629,-0.0832369193771386,-0.239383516896634,-0.320429270915528,0.465562682175797,-0.168945370030485,-0.00385724,1.083128084,0.847830197
"HVO_0146 [D4GZ90] (psd) probable archaetidylserine decarboxylase",0.165297862,-0.381108773,0.071156414,-0.052697769,0.183272863,0.138939869,0.363933644,-0.003933743,0.140757968,0.14720368,-1.07429247414701,0.825870045141529,-0.164928265860865,1.83839061012179,1.41127513873401,0.612521614,0.412439984,0.090456009
"HVO_0148 [D4GZ92] (ureC) urease alpha subunit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.53477469481344,0.440977997529083,0.244352836383345,1.8411045974364,2.72950103516239,NA,NA,NA
"HVO_0150 [D4GZ94] (ureG) urease accessory protein UreG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,-0.797010146,0.203615158,0.583213518
"HVO_0151 [D4GZ95] (ureD) urease accessory protein UreD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.31725701460907,-1.41690710218807,-0.393200047935573,0.772563367261062,1.30709589168166,0,0,0
"HVO_0153 [D4GZ97] (ureF) urease accessory protein UreF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.51165239140242,1.50174616939696,0.317222760581706,0,0,NA,NA,NA
"HVO_0154 [D4GZ98] conserved hypothetical protein",2.094430026,2.294683033,2.626148708,-0.290365511,-0.315768284,1.653434568,2.044763149,-0.350633315,0.371338387,-0.507476597,-1.06686628145509,1.15119406962075,0.236883936701506,2.24230098621714,1.63764051229207,-0.300965946,0.307391825,-0.012835482
"HVO_0156 [D4GZA0] (trmG10) tRNA (guanine(10),N(2))-dimethyltransferase",-0.429421679,-0.340787943,-0.213016275,-0.082918971,-0.123145177,-0.10440126,0.100621145,-0.088291243,0.201096259,0.202384051,0.446634511131936,-1.47043571145664,-1.06734902599854,-3.3851861640161,-2.9549210767318,0.410144464,-0.81559962,-0.515297349
"HVO_0158 [D4GZA2] (tbp1) TATA-binding transcription initiation factor",-0.47158091,0.16941627,0.32048461,-0.690434687,0.075261681,-0.570967125,0.551217763,-0.784476969,0.359399547,-0.040421321,1.26797700831923,1.12900296811155,0.064167661501093,0.0446157804392465,0.730408131542382,0.605785153,0.719444767,0.629186272
"HVO_0158 [D4GZA2] (tbp1) TATA-binding transcription initiation factor<|>HVO_1727 [D4H071] (tbp2) TATA-binding transcription initiation factor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.115699189,1.821402388,1.054158404
"HVO_0159 [D4GZA3] conserved hypothetical protein",0.105318053,0.045003067,0.456317534,0.066529764,-0.165587819,0.271632382,0.27865441,-0.003107314,-0.088964594,0.081611373,NA,NA,NA,NA,NA,NA,NA,NA
"HVO_0161 [D4GZA5] (hisG) ATP phosphoribosyltransferase",-0.336338416,-0.16137217,-0.025994834,-0.455696905,0.139514314,-0.494196537,-0.31657205,-0.511669433,-0.250045929,-0.121203003,0.55256436069221,-0.144265752731065,0.214797328857499,-0.452439024854854,0.166007340579409,-0.060532365,0.749738358,0.854765833
"HVO_0162 [D4GZA6] peptidase M48 family protein",1.835061834,1.460253304,1.697024953,-0.237802964,0.008308467,0.500106954,0.819148165,-0.283270642,0.477582942,-1.334560404,-0.202294104576847,1.42306187273022,0.0493948770801196,2.15767202837575,1.96529469025348,1.021736504,-0.497927162,0.352372273
"HVO_0163 [D4GZA7] ArsR family transcription regulator",-0.521029951,-0.67802208,0.009937456,-0.362987669,-0.366874161,-0.579502786,-0.226624227,-0.406226853,-0.037255858,0.069460842,NA,NA,NA,NA,NA,-0.661757077,0.043826817,-0.743535593
"HVO_0165 [D4GZA9] (mtaD) 5-methylthioadenosine/S-adenosylhomocysteine deaminase",-0.342996825,0.05916184,-0.104473356,-0.381763526,0.231306518,-0.444076412,-0.063600145,-0.426916924,-0.004713184,-0.087514208,0.0778033009542374,-0.424622014955586,-0.0494313310138727,-0.867988207754406,-0.527453736811584,-0.505930921,0.953540276,0.739416746
"HVO_0167 [D4GZB1] (ahcY) adenosylhomocysteinase",-0.159253654,-0.244153215,-0.346295714,-0.01803813,0.167607389,-0.09961242,-0.055748667,0.035106989,0.066330915,0.066187739,-0.540952942334051,0.311562991955301,0.092256627938859,0.555660200001573,0.667846699672933,0.328976885,-0.012681481,0.121526321
"HVO_0170 [D4GZB4] (hjc) Holliday junction resolvase Hjc",-0.242519417,-0.105822798,-0.090077726,-0.256408696,-0.053750238,-0.098414679,-0.132126686,-0.13352107,-0.061570072,0.151764808,NA,NA,NA,NA,NA,-0.454036678,-0.183036048,-0.382104669
"HVO_0171 [D4GZB5] SWIM zinc finger domain protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.67641733104392,-2.51804693777684,1.24266920522899,-1.26449682705663,-0.43575874671418,NA,NA,NA
"HVO_0172 [D4GZB6] conserved hypothetical protein",0.141744234,0,0,2.847020415,0,0.572689107,0,3.092685899,0.161590775,0.426612499,0,0,0,13.8636841514033,-1.87117139090747,-0.098652864,0.715745156,0.502806792
"HVO_0173 [D4GZB7] (priL) DNA primase large subunit",-0.318260325,-0.330425695,-0.341531253,-0.195830789,0.144786232,-0.262359348,-0.075331129,-0.091150314,0.117856286,0.067074929,NA,NA,NA,NA,NA,-0.159132571,0.668753361,0.54189804
"HVO_0174 [D4GZB8] conserved hypothetical protein",-0.816538724,-1.013378109,-0.806640643,-0.088206205,-0.231045314,-0.389160505,-0.45405072,0.196938022,0.119528876,0.51242859,NA,NA,NA,NA,NA,-0.176820623,-0.019478981,0.159488277
"HVO_0175 [D4GZB9] (pcnA) DNA polymerase sliding clamp",-0.699024114,-0.348066988,0.118877698,-0.525619039,0.006423175,-0.528015255,-0.303309241,-0.836545414,-0.578537707,0.206975818,0.967159675797682,0.108610544698966,0.311306210429239,-0.376167693016148,0.210057814189687,-0.664453248,1.087574664,0.912901836
"HVO_0176 [D4GZC1] (cat1) transport protein (probable substrate cationic amino acids)<|>HVO_2500 [D4GTR6] (cat2) transport protein (probable substrate cationic amino acids)",0.14782271,0.034141232,-0.044829129,0.600236522,0.125622224,0.612936818,-0.349473604,0.722044006,-0.199153857,0.698147204,0,0,0,1.87452725881626,7.47759624458378,NA,NA,NA
"HVO_0177 [D4GZC0] (arsC) arsenate reductase (glutaredoxin)",0.409538657,-0.286492451,0.110282878,0.049048982,0.076747194,-0.479245998,-0.129139843,0.29416971,0.671127543,-0.835357748,NA,NA,NA,NA,NA,0.399066778,1.451254425,1.231680573
"HVO_0179 [D4GZC3] Lrp/AsnC family transcription regulator / TrkA domain protein",1.163965078,0.976083561,0.808579214,-0.078805718,0.169821773,-0.07658772,-0.223464221,0.038978727,-0.091761993,-1.245014059,1.20855690731574,-0.125955828772819,-0.385741441632163,-1.08204604229871,-0.639199893958896,0.000100122,-0.742110618,-0.73155069
"HVO_0180 [D4GZC4] (rlmE) 23S rRNA (uridine-2'-O-) methyltransferase",-0.361892971,-0.612950408,-0.401469312,0.204492898,0.008577529,0.25762641,0.142548402,-0.026328153,-0.078262141,0.594822366,-2.21647253324049,-3.7826244382618,0.463270555888601,0,0,0.067343853,1.268686207,1.332261732
"HVO_0181 [D4GZC5] conserved hypothetical protein",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"HVO_0183 [D4GZC7] probable transport protein (probable substrate queuosine precursor)",0.987219166,-0.911186717,1.971258834,-0.406370304,0,-0.298459479,-0.114344719,-0.529987051,-0.409966234,0,-1.68019117290017,2.96845311045523,0.480667354544383,4.16851022775235,2.78605449763328,NA,NA,NA
"HVO_0184 [D4GZC8] CopG domain protein",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,-0.052357494,2.071330579,2.159058354
"HVO_0185 [D4GZC9] (tatCt) Sec-independent protein translocase protein TatCt",0.225370929,0.055846206,0.47081889,0.04030541,0.025682702,0.223271555,0.623031375,-0.351488621,0.041392066,0.027009825,-2.0158570043024,0.503686495101429,1.35340116838185,2.65505806637063,2.93896249145201,0.859998267,-0.427849111,-0.631176953
"HVO_0186 [D4GZD0] (tatCo) Sec-independent protein translocase protein TatCo",-0.396434266,-0.215392859,0.387123761,0.000776701,-0.505501726,0.457905691,0.311871506,-0.076538919,-0.258693876,0.676492393,-1.59502649611848,2.17974706866285,0.516314933436396,4.36508183810181,3.75180375323282,0.579240719,0.38448497,0.170926946
"HVO_0188 [D4GZD2] START domain protein",0,0,0,0,4.46642387,0,0,0,0,0,-2.1943366232216,-1.10545655462782,-0.996996090765121,1.99126135840292,1.62904110048941,0.37985667,2.09852738,2.113453351
"HVO_0189 [D4GZD3] CobC/GpmA family phosphatase",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0.848386554,0.381222591,-0.322189667
"HVO_0190 [D4GZD4] LarE family protein",-0.402787432,0.782395713,0.580830589,-0.604191936,-0.12124278,-0.375592992,0.402167973,-0.800050572,-0.011047167,-0.068583985,-0.596586432306458,-1.93038717232871,-0.284679971682153,0.319790816499788,-0.532463208230742,-0.380143744,1.341878407,1.194873928
"HVO_0191 [D4GZD5] (mutS5a) DNA mismatch repair protein MutS",0.255235987,0.247849829,0.009559447,-0.057527161,0.188111656,-0.029393427,-0.04800712,0.042126657,0.036089715,-0.194064183,1.27194601798303,-1.12049618003958,-0.863962254122696,0.420624899300183,0.749768486074956,0.296401695,-0.337386936,-0.324190902
"HVO_0192 [D4GZD7] conserved hypothetical protein",0.462889685,1.07489353,0.741375061,-0.226839279,0.351403845,0.288678199,0.357586697,-0.332373212,-0.353081535,-0.135779577,-0.691790513231829,-0.0497512406508713,0.0858460015990073,1.28352709906596,0.159408685374223,-0.192670247,-1.467528567,-1.815050484
"HVO_0193 [D4GZD6] conserved hypothetical protein",1.150141156,1.234394675,1.752735524,0.280850689,-0.420318917,0.206392132,0.522622128,0.121552257,0.43144803,-1.042662774,NA,NA,NA,NA,NA,0.378974297,0.444195589,0.886077282
"HVO_0194 [D4GZD8] (orc9) Orc1-type DNA replication protein",0.355045859,0.886894081,0.493744241,-0.587689006,-0.290030339,-0.656549716,-0.227243215,0.152615551,0.573847973,-1.01475234,0.459140321463332,-1.90806624968908,-0.305043040851975,-3.10352958036952,-1.97741270814306,0.356969587,-0.60916099,-0.407023387
"HVO_0195 [D4GZD9] (rpiA) ribose-5-phosphate isomerase",-0.003216855,-0.25758173,-0.229318712,0.149656338,0.085234779,0.135269286,-0.095991366,0.065821678,-0.128401421,0.169780236,-1.22806975411356,-0.0215560264022372,-0.184131197447947,1.40267271252225,2.05716275908753,-0.728265249,0.568033673,0.157208602
"HVO_0196 [D4GZE0] conserved hypothetical protein",-1.198932054,0.881664563,0.936772519,-1.40028141,-0.499171334,-1.814488427,-0.575801246,-1.421794391,-0.247235004,-0.581042427,0.48230263284222,2.06075404154313,-0.611531287546544,4.28480653708125,-2.13055590934448,-0.154403524,0.32246192,0.21447641
"HVO_0196 [D4GZE0] conserved hypothetical protein<|>HVO_A0023 [D4GQ55] conserved hypothetical protein",-1.887213354,0.294283843,0.172450223,-1.664769645,-0.345192986,-2.115682717,0.135977169,-1.679641176,0.59915021,-0.279333726,NA,NA,NA,NA,NA,0.030616793,0.680860318,0.241743684
"HVO_0197 [D4GZE1] (purE2) LarB family protein",-0.132835803,0.086067479,-0.094772426,-0.383367023,0.093764274,-0.667516108,-0.105423451,-0.229101589,0.321718547,-0.381082526,-0.923499307416888,0.190364711684573,-0.544641857541639,1.00082713841395,0.567741598332305,-0.254215981,0.025072393,-0.301175274
"HVO_0199 [D4GZE4] (pmm2) phosphohexomutase (phosphoglucomutase / phosphomannomutase)",0.40450734,0.894690191,0.779456985,-0.621069553,0.298784214,-0.568767798,-0.016743459,-0.59572023,-0.185519363,-0.899431205,0.624250743662191,-0.994527060772482,0.0501216995119411,-0.965274941789976,-0.352776148214781,0.063574131,0.373886723,0.461756818
